courseId,courseTitle,subTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,cpdAccreditedBy,othersAsCpd,haveProfQual,isRegulated,awrBodyName,awrBodyQualName,courseLevel
238044,Animation Designing Certificate Course ,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/animation-designing-certificate-course/238044#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,27,27 students purchased this course,15.0,175.0,no,missing,missing,no,no,missing,missing,missing
238917,Microsoft Excel for Beginners - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/microsoft-excel-for-beginners-cpd-accredited/238917#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,2,2 students purchased this course,14.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,15 CPD points / hours,missing
238927,Level 2 Certificate in Hospitality Management ,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/level-2-certificate-in-hospitality-management/238927#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,32,32 students purchased this course,15.0,175.0,no,missing,missing,no,no,missing,missing,missing
239603,Physiotherapy Training Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/physiotherapy-training-course/239603#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,26,26 students purchased this course,16.0,175.0,no,missing,missing,no,no,missing,missing,missing
240073,Laboratory Analyst Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/laboratory-analyst-course/240073#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,22,22 students purchased this course,15.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
240123,Fashion Designing and Sewing,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/fashion-designing-and-sewing/240123#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,10,10 students purchased this course,18.0,175.0,no,missing,missing,no,no,missing,missing,missing
240358,Mastering Sales Techniques,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/mastering-sales-techniques/240358#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,12,12 students purchased this course,12.0,175.0,no,missing,missing,no,no,missing,missing,missing
240824,Screenwriting and Playwriting Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/screenwriting-and-playwriting-course/240824#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,27,27 students purchased this course,17.0,175.0,no,missing,missing,no,no,missing,missing,missing
241044,Medication Management for Nurses and Midwives,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/medication-management-for-nurses-and-midwives/241044#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,54,54 students purchased this course,10.99,175.0,no,missing,missing,no,no,missing,missing,missing
241415,Old Age Psychology - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/old-age-psychology-cpd-accredited/241415#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,13,13 students purchased this course,16.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,10 CPD points / hours,missing
241476,Computer Science 101 - CPD Accredited,Exam and Certificate included . CPD accredited qualification . Lifetime access,https://www.reed.co.uk/courses/computer-science-101-cpd-accredited/241476#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,31,31 students purchased this course,15.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,10 CPD points / hours,missing
242623,Challenging Behaviour of Young People - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/challenging-behaviour-of-young-people-cpd-accredited/242623#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,55,55 students purchased this course,18.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,12 CPD points / hours,missing
245241,Basic Life Support Online Training,Exam and Certificate Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result. Lifetime access,https://www.reed.co.uk/courses/basic-life-support-online-training/245241#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,10,10 students purchased this course,12.0,175.0,no,missing,missing,no,no,missing,missing,missing
247547,Complete Guide to Adobe Lightroom Classic CC & CC - Photo Editing Masterclass,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/complete-guide-to-adobe-lightroom-classic-cc-cc-photo-editing-masterclass/247547#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,6,6 students purchased this course,21.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,10 CPD points / hours,missing
247551,Instagram Marketing Masterclass - CPD Accredited ,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/instagram-marketing-masterclass-cpd-accredited/247551#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,6,6 students purchased this course,21.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
247559,Creative Photography - Photography Composition & Portrait Photography Masterclass,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/creative-photography-photography-composition-portrait-photography-masterclass/247559#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,12,12 students purchased this course,21.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,10 CPD points / hours,missing
247604,Social Media Marketing Masterclass - Complete Digital Marketing Strategy - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/social-media-marketing-masterclass-complete-digital-marketing-strategy-cpd-accredited/247604#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,7,7 students purchased this course,21.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,15 CPD points / hours,missing
255092,Life Coaching Diploma Level 5 + FREE Templates,Life Coaching Certificate Endorsed by ABC Awards I Coaching Model Templates Included I Tutor Support ,https://www.reed.co.uk/courses/life-coaching-diploma-level-5--free-templates/255092#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,51,51 students purchased this course,10.0,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma Life Coaching (Certificate of Achievement),5.0
259591,Cognitive Behavioural Therapist - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/cognitive-behavioural-therapist-cpd-accredited/259591#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,2,2 students purchased this course,14.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,2 CPD points / hours,missing
259625,Speech and Language Therapy Support Worker - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/speech-and-language-therapy-support-worker-cpd-accredited/259625#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,4,4 students purchased this course,19.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
259656,Working with Students with Special Educational Needs - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/working-with-students-with-special-educational-needs-cpd-accredited/259656#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,8,8 students purchased this course,18.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
260247,Teaching Assistant Diploma + Microsoft Excel For Beginners,Get 2 Certification in 1 Course. Professional Certificate Endorsed by ABC Awards + CPD Certificate. Tutor Support,https://www.reed.co.uk/courses/teaching-assistant-diploma--microsoft-excel-for-beginners/260247#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,2,2 students purchased this course,15.0,300.0,yes,missing,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Teaching Assistant (Certificate of Achievement),5.0
260982,Thai Massage Online Course - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/thai-massage-online-course-cpd-accredited/260982#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,5,5 students purchased this course,12.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,2 CPD points / hours,missing
261028,Complete Online Pilates Mat Course - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/complete-online-pilates-mat-course-cpd-accredited/261028#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,14,14 students purchased this course,14.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
262769,Team Management Skills with Effective Communication Course Bundle - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/team-management-skills-with-effective-communication-course-bundle-cpd-accredited/262769#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,1,1 student purchased this course,15.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,2 CPD points / hours,missing
264127,Bookkeeping For Beginners,Professional  Bookkeeping Certificate Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/bookkeeping-for-beginners/264127#/courses/course-gate/p1834?pageno=2&sortby=MostPopular,Course Gate,6,6 students purchased this course,10.99,300.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Bookkeeping (Certificate of Achievement),1.0
264159,Diet and Nutrition Level 4,Professional Nutritionist Certificate Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/diet-and-nutrition-level-4/264159#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,6,6 students purchased this course,10.99,300.0,no,missing,missing,yes,no,ABC Awards,Level 4 Diploma Diet and Nutrition (Certificate of Achievement),4.0
264265,People Management Diploma Level 5,People Management Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support ,https://www.reed.co.uk/courses/people-management-diploma-level-5/264265#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,10.99,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma People Management (Certificate of Achievement),5.0
264278,Travel & Tourism Level 4,Travel & Tourism Planner Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/travel-tourism-level-4/264278#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,3,3 students purchased this course,10.99,300.0,no,missing,missing,yes,no,ABC Awards,Level 4 Diploma Travel & Tourism (Certificate of Achievement),4.0
264371,Recruitment Fundamentals Level 2,Professional Recruitment Consultant Course Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/recruitment-fundamentals-level-2/264371#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,2,2 students purchased this course,10.99,300.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Recruitment (Certificate of Achievement),2.0
264534,Level 5 Diploma in HR,HR Management Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/level-5-diploma-in-hr/264534#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,4,4 students purchased this course,10.99,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma HR (Certificate of Achievement),5.0
266899,Project Management Course - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/project-management-course-cpd-accredited/266899#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,4,4 students purchased this course,10.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,8 CPD points / hours,missing
266978,Nutrition - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/nutrition-cpd-accredited/266978#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,10.0,175.0,yes,CPD Accretion Group,CPD Accretion Group,no,no,missing,5 CPD points / hours,missing
267050,Anti-Money Laundering - CPD Accredited,CPD Certified Anti-Money Laundering Course I Free e-certificate I Instant Access I Unlimited 24/7 Access,https://www.reed.co.uk/courses/anti-money-laundering-cpd-accredited/267050#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,5,5 students purchased this course,12.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
267194,Anti Money Laundering Analyst - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/anti-money-laundering-analyst-cpd-accredited/267194#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,9,9 students purchased this course,17.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
267393,Forensic Science - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/forensic-science-cpd-accredited/267393#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,14.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,2 CPD points / hours,missing
267482,Medication Management - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/medication-management-cpd-accredited/267482#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,14.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
267675,Fiction Writing Course - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/fiction-writing-course-cpd-accredited/267675#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,3,3 students purchased this course,10.0,175.0,yes,CPD Accreditation Group,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
268442,SEN Teaching Diploma + Microsoft Office 2016 PowerPoint for Beginners,Get 2 Certification in 1 Course. Professional Certificate Endorsed by ABC Awards + CPD Certificate. Tutor Support,https://www.reed.co.uk/courses/sen-teaching-diploma--microsoft-office-2016-powerpoint-for-beginners/268442#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,22.0,300.0,yes,missing,ABC Awards,yes,no,ABC Awards,Level 5 Diploma SEN Teaching (Certificate of Achievement),5.0
269345,Teaching Assistant,Level 5 Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/teaching-assistant/269345#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",10.0,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma Teaching Assistant (Certificate of Achievement),5.0
269357,Travel & Tourism,ABC Awards Endorsed Certificate I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/travel-tourism/269357#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,10.0,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma Travel & Tourism (Certificate of Achievement),5.0
269374,Construction Management,Professional Construction Manager Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/construction-management/269374#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,10.0,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma Construction Management (Certificate of Achievement),5.0
269462,Business Analysis,ABC Awards Endorsed Certificate I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/business-analysis/269462#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,10.0,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma Business Analysis (Certificate of Achievement),5.0
269463,Business Administration,Business Administrator Certificate Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/business-administration/269463#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,10.0,300.0,no,missing,missing,yes,no,ABC Awards,Level 5 Diploma Business Administration (Certificate of Achievement),5.0
269970,Working in the Health Sector,Health & Social Care Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/working-in-the-health-sector/269970#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,1,1 student purchased this course,10.0,300.0,no,missing,missing,yes,no,ABC Awards,Level 3 Award Working in the Health Sector (Certificate of Achievement),3.0
238029,Yoga and Detox Diet Transformation Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/yoga-and-detox-diet-transformation-course/238029#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,17,17 students purchased this course,19.0,175.0,no,missing,missing,no,no,missing,missing,missing
238032,Crystal Reflexology Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/crystal-reflexology-course/238032#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,5,5 students purchased this course,23.0,175.0,no,missing,missing,no,no,missing,missing,missing
238036,Level 2 Certificate in Nutritional Therapy,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/level-2-certificate-in-nutritional-therapy/238036#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,5,5 students purchased this course,19.0,175.0,no,missing,missing,no,no,missing,missing,missing
238038,Nutrition Diploma Level 3 ,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/nutrition-diploma-level-3/238038#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,5,5 students purchased this course,23.0,175.0,no,missing,missing,no,no,missing,missing,missing
238039,Vegetarian and Vegan Nutritionist Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/vegetarian-and-vegan-nutritionist-course/238039#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,4,4 students purchased this course,19.0,175.0,no,missing,missing,no,no,missing,missing,missing
238040,Vegan Vegetarian Cooking Level 2 ,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/vegan-vegetarian-cooking-level-2/238040#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,7,7 students purchased this course,19.0,175.0,no,missing,missing,no,no,missing,missing,missing
238043,Street Photography Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/street-photography-course/238043#/courses/course-gate/p1834?pageno=3&sortby=MostPopular,Course Gate,10,10 students purchased this course,18.0,175.0,no,missing,missing,no,no,missing,missing,missing
