courseId,courseTitle,subTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,cpdAccreditedBy,othersAsCpd,haveProfQual,isRegulated,awrBodyName,awrBodyQualName,courseLevel
197609,Sales Training Level 3,Sales Training with tutor support  - Special Offer,https://www.reed.co.uk/courses/sales-training-level-3/197609#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Sales Training (Certificate of achievement),3.0
197610,Wedding Planner Course Level 3,Wedding Planner Level 3 Certificate in Wedding Planner - Special Offer,https://www.reed.co.uk/courses/wedding-planner-course-level-3/197610#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,3,3 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Sales Training (Certificate of achievement),3.0
197618,Certificate in Marketing and Sales Level 2,Marketing and Sales Level 2 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/certificate-in-marketing-and-sales-level-2/197618#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,12,12 students purchased this course,35.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Certificate in Marketing and Sales (Certificate of achievement),2.0
197645,PR Entry Level Award in Public Relations,Public Relations Level 1 Award Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/pr-entry-level-award-in-public-relations/197645#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",10.0,160.0,no,missing,missing,yes,no,ABC Awards,Level 1 Award Public Relations Course (Certificate of achievement),1.0
197669,Building a Consulting Business Course,Building a Consulting Business Level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/building-a-consulting-business-course/197669#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,74.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Building a Consulting Business  (Certificate of achievement),3.0
197672,Managing Virtual Work Place Course,Managing Virtual Work Place Course level 2 - Special Offer,https://www.reed.co.uk/courses/managing-virtual-work-place-course/197672#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Managing Virtual Work Place (Certificate of achievement),2.0
197673,Team Building Course,Team Building Course level 1 - Special Offer,https://www.reed.co.uk/courses/team-building-course/197673#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Team Building (Certificate of achievement),1.0
197675,Business Ethics for the Office Course ,Business Ethics for the Office - Level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/business-ethics-for-the-office-course/197675#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,Tutor is available to students,30.0,395.0,no,missing,missing,no,no,missing,missing,missing
197678,Business Etiquette course ,Business Etiquette Level 1 Certificate - Special Offer,https://www.reed.co.uk/courses/business-etiquette-course/197678#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,6,6 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Business Etiquette course (Certificate of achievement),1.0
197679,Events Planning and Conference level 2,Level 2 foundation Certificate in Event Management endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/events-planning-and-conference-level-2/197679#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,3,3 students purchased this course,25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Events Planning Course (Certificate of achievement),2.0
197681,Certificate in Communication Skills,Certificate in Communication Skills Level 2 - Special Offer,https://www.reed.co.uk/courses/certificate-in-communication-skills/197681#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Certificate in Communication Skills (Certificate of achievement),2.0
197685,Management - Certificate,Management : Management (Level 2 Certificate) - Special Offer,https://www.reed.co.uk/courses/management-certificate/197685#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,34.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Management  (Certificate of achievement),2.0
197687,Telemarketing Certificate Level 3,Telemarketing  Level 3 - Special Offer,https://www.reed.co.uk/courses/telemarketing-certificate-level-3/197687#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,Exam(s) / assessment(s) is included in price,10.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Telemarketing Course (Certificate of achievement),3.0
197828,Leadership Course,Leadership Level 3 Endorsed by ABC Awards |Endorsed by ABC Awards | 50 Hours CPD Points | CPD Accredited Certificate,https://www.reed.co.uk/courses/leadership-course/197828#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,10.0,395.0,yes,missing,ABC Awards,yes,no,ABC Awards,Level 3 Certificate Leadership  (Certificate of achievement),3.0
197831,Business Succession Planning Course,Business Succession Planning Endorsed by ABC Awards Assignment Based Course - Special Offer,https://www.reed.co.uk/courses/business-succession-planning-course/197831#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,12,12 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Business Development (Certificate of achievement),3.0
197837,Closing the Generation Gap in the Workplace Course,Closing the Generation Gap in the Workplace level 1 Certificate - Special Offer,https://www.reed.co.uk/courses/closing-the-generation-gap-in-the-workplace-course/197837#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Closing the Generation Gap in the Workplace Course (Certificate of achievement),1.0
197850,Branding Course Level 3 ,Branding Course Level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/branding-course-level-3/197850#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,8,8 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Branding Course (Certificate of achievement),3.0
197859,Creative Thinking and Innovation Course,Creative Thinking and Innovation Course Level 3 - Special Offer,https://www.reed.co.uk/courses/creative-thinking-and-innovation-course/197859#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Creative Thinking and Innovation Course (Certificate of achievement),3.0
197864,Customer Relationship Management Level 2,Customer Relationship Management Level 2 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/customer-relationship-management-level-2/197864#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,28.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Customer Relationship Management Course (Certificate of achievement),2.0
197866,Developing your Executive Presence Course,Developing your Executive Presence level 2 Certificate ,https://www.reed.co.uk/courses/developing-your-executive-presence-course/197866#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,25.0,340.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Developing your Executive Presence Course (Certificate of achievement),2.0
197870,Equality and Diversity Course,Equality and Diversity Course Level 2 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/equality-and-diversity-course/197870#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,6,6 students purchased this course,34.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Equality and Diversity Course (Certificate of achievement),2.0
197875,Certificate in Public Relations Level 3,Public Relations Level 3 Certificate with Study materials tutor support - Special Offer ,https://www.reed.co.uk/courses/certificate-in-public-relations-level-3/197875#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Certificate in Public Relations (Certificate of achievement),3.0
197878,Writing Reports and Proposals Course,Writing Reports and Proposals level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/writing-reports-and-proposals-course/197878#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Writing Reports and Proposals (Certificate of achievement),3.0
197885,Change Management ,Change Management level 3 | Endorsed by ABC Awards | 50 CPD Points | CPD Accredited Certificate,https://www.reed.co.uk/courses/change-management/197885#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,15,15 students purchased this course,10.0,395.0,yes,missing,ABC Awards,yes,no,ABC Awards,Level 3 Certificate Change Management (Certificate of achievement),3.0
197898,Employee Accountability Course,Employee Accountability level 1 Certificate - Special Offer,https://www.reed.co.uk/courses/employee-accountability-course/197898#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Employee Accountability (Certificate of achievement),1.0
197917,Creating Google Adword Campaign Course,Creating Google Adword Campaign level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/creating-google-adword-campaign-course/197917#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Creating Google Adword Campaign Course (Certificate of achievement),3.0
197920,Risk Management Certificate Level 3,Risk Management Level 3 Endorsed by ABC Awards Assignment Based Course - Special Offer,https://www.reed.co.uk/courses/risk-management-certificate-level-3/197920#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Risk Management (Certificate of achievement),3.0
197921,Managing Employee Performance Course,Managing Employee Performance level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/managing-employee-performance-course/197921#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Managing Employee Performance Course (Certificate of achievement),3.0
197922,Certificate in Business Communications,Business Communications  Level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/certificate-in-business-communications/197922#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",10.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Certificate in Business Communications (Certificate of achievement),3.0
197923,Advanced Skills for Practical Trainer Course,Advanced Skills for Practical Trainer level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/advanced-skills-for-practical-trainer-course/197923#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Advanced Skills for Practical Trainer Course (Certificate of achievement),3.0
197927,Job Search Skills,Job Search Skills level 2 - Special Offer,https://www.reed.co.uk/courses/job-search-skills/197927#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,3,3 students purchased this course,10.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Job Search Skills (Certificate of achievement),2.0
197928,Giving Effective Feedback Course,Giving Effective Feedback Course level 1 - Special Offer,https://www.reed.co.uk/courses/giving-effective-feedback-course/197928#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Giving Effective Feedback Course (Certificate of achievement),1.0
197929,Writing a Business Plan Certificate,Writing a Business Plan Level 2 Certificate Endorsed by ABC Awards,https://www.reed.co.uk/courses/writing-a-business-plan-certificate/197929#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,7,7 students purchased this course,30.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Writing a Business Plan (Certificate of achievement),2.0
197930,Goal Setting Course,Goal Setting Course level 1 - Special Offer,https://www.reed.co.uk/courses/goal-setting-course/197930#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Goal Setting Course (Certificate of achievement),1.0
197931,High Reliability Organizations Course,High Reliability Organizations Course level 1 - Special Offer,https://www.reed.co.uk/courses/high-reliability-organizations-course/197931#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate High Reliability Organizations Course (Certificate of achievement),1.0
197932,Hiring for Success Course,Hiring for Success Course level 3 - Special Offer,https://www.reed.co.uk/courses/hiring-for-success-course/197932#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Hiring for Success Course (Certificate of achievement),3.0
197933,How to Manage Anger and Violence in the Workplace Course,How to Manage Anger and Violence in the Workplace Course Level 3 - Special Offer,https://www.reed.co.uk/courses/how-to-manage-anger-and-violence-in-the-workplace-course/197933#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate How to Manage Anger and Violence in the Workplace Course (Certificate of achievement),3.0
197935,Neuro Linguistic Programming Certificate,Neuro Linguistic Programming Certificate level 3 - Special Offer,https://www.reed.co.uk/courses/neuro-linguistic-programming-certificate/197935#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,50.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Neuro Linguistic Programming (Certificate of achievement),3.0
197952,Self-Leadership Course,Self-Leadership Course Level 1 - Special Offer,https://www.reed.co.uk/courses/self-leadership-course/197952#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,6,6 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Self-Leadership Course (Certificate of achievement),1.0
197960,Selling Smarter Course,Selling Smarter Course Level 1 - Special Offer,https://www.reed.co.uk/courses/selling-smarter-course/197960#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,17,17 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Selling Smarter Course (Certificate of achievement),1.0
197964,Strategic Planning Course,Strategic Planning Level 2 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/strategic-planning-course/197964#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,9,9 students purchased this course,25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Strategic Planning Course (Certificate of achievement),2.0
197968,Talking to Employees about Personal Hygiene Course,Talking to Employees about Personal Hygiene Course level 1 - Special Offer,https://www.reed.co.uk/courses/talking-to-employees-about-personal-hygiene-course/197968#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Talking to Employees about Personal Hygiene Course (Certificate of achievement),1.0
197972,Level 4 Interior Design Diploma,Interior Design Diploma Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/level-4-interior-design-diploma/197972#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,3,3 students purchased this course,35.0,560.0,no,missing,missing,yes,no,ABC Awards,Level 4 Diploma Interior Design (Certificate of achievement),4.0
197975,Team Building Course,Team Building level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/team-building-course/197975#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Team Building (Certificate of achievement),3.0
197976,Safety in the Workplace Course,Safety in the Workplace Course level 2 - Special Offer,https://www.reed.co.uk/courses/safety-in-the-workplace-course/197976#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Safety in the Workplace  (Certificate of achievement),2.0
197978,Risk Management Course Level 2,Risk Management Course Level 2 Endorsed by ABC Award Assignment Based Course - Special Offer,https://www.reed.co.uk/courses/risk-management-course-level-2/197978#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Risk Management (Certificate of achievement),2.0
197979,Professional Supervisor Training Certificate ,Professional Supervisor Training Certificate level 3 - Special Offer,https://www.reed.co.uk/courses/professional-supervisor-training-certificate/197979#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Professional Supervisor Training Certificate (Certificate of achievement),3.0
197981,Level 2 Certificate in Customer Service,Customer Service Certificate Endorsed by ABC Awards,https://www.reed.co.uk/courses/level-2-certificate-in-customer-service/197981#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,12,12 students purchased this course,25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Customer Service (Certificate of achievement),2.0
197983,Public Relations Foundation Level 2 Course ,Public Relations Level 2 endorsed by ABC Awards with full tutor support and study materials - Special Offer,https://www.reed.co.uk/courses/public-relations-foundation-level-2-course/197983#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,2,2 students purchased this course,25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Public Relations (Certificate of achievement),2.0
197986,Working Smarter Course,Working Smarter level 3 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/working-smarter-course/197986#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Working Smarter Course (Certificate of achievement),3.0
197994,Workplace Ergonomics Injury Prevention through Ergonomics Level 3,Workplace Ergonomics Course level 3 endorsed by ABC Awards with study materials tutor support - Special Offer,https://www.reed.co.uk/courses/workplace-ergonomics-injury-prevention-through-ergonomics-level-3/197994#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,Tutor is available to students,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Workplace Ergonomics - Injury Prevention through Ergonomics Course (Certificate of achievement),3.0
198004,Public Relations Basic Level 1 Online,PR Level 1 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/public-relations-basic-level-1-online/198004#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,19,19 students purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Public Relations Course (Certificate of achievement),1.0
198005,Workplace Harassment Course,Workplace Harassment level 1 Certificate - Special Offer,https://www.reed.co.uk/courses/workplace-harassment-course/198005#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Workplace Harassment (Certificate of achievement),1.0
198006,Customer Service Level 4,Customer Service Level 4 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/customer-service-level-4/198006#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,45.0,560.0,no,missing,missing,yes,no,ABC Awards,Level 4 Diploma Customer Service (Certificate of achievement),4.0
198007,Communications for Small Business Owners Course,Business Communications for Small Business Owners Course(Level 3 Certificate) - Special Offer,https://www.reed.co.uk/courses/communications-for-small-business-owners-course/198007#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Communications for Small Business Owners Course (Certificate of achievement),3.0
198008,Internet Marketing Course Level 1,Internet Marketing Level 1 - Special Offer,https://www.reed.co.uk/courses/internet-marketing-course-level-1/198008#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,1,1 student purchased this course,10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Internet Marketing Certificate (Certificate of achievement),1.0
198009,Conducting Effective Performance Reviews Course,Conducting Effective Performance Reviews level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/conducting-effective-performance-reviews-course/198009#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,Exam(s) / assessment(s) is included in price,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Conducting Effective Performance Reviews Course (Certificate of achievement),3.0
198011,Management Diploma,Management Diploma in Management(Level 4) - Special Offer,https://www.reed.co.uk/courses/management-diploma/198011#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,3,3 students purchased this course,45.0,560.0,no,missing,missing,yes,no,ABC Awards,Level 4 Diploma Management (Certificate of achievement),4.0
198013,Wedding Planning,Wedding Planning Level 3 | Endorsed by ABC Awards | CPD Accredited Certificate | 90 CPD Points,https://www.reed.co.uk/courses/wedding-planning/198013#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,14,14 students purchased this course,10.0,395.0,yes,missing,ABC Awards,yes,no,ABC Awards,Level 3 Certificate Wedding Planning (Certificate of achievement),3.0
198014,Certificate in Management,Management Certificate in Management (Level 3) - Special Offer,https://www.reed.co.uk/courses/certificate-in-management/198014#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Certificate in Management (Certificate of achievement),3.0
198015,Essential Writing Skills Certificate (Level 3),Essential Writing Skills Course with tutor support - Special Offer,https://www.reed.co.uk/courses/essential-writing-skills-certificate-level-3/198015#/courses/cpd-courses/p1534?pageno=3&sortby=MostPopular,CPD Courses,8,8 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Essential Writing Skills Certificate (Certificate of achievement),3.0
198019,Conquering Your Fear of Speaking in Public Course,Conquering Your Fear Speaking in Public Certificate with tutor support - Special Offer,https://www.reed.co.uk/courses/conquering-your-fear-of-speaking-in-public-course/198019#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,0,"Exam(s) / assessment(s) is included in price
Tutor is available to students",10.0,180.0,no,missing,missing,yes,no,ABC Awards,Level 1 Certificate Conquering Your Fear of Speaking in Public Course (Certificate of achievement),1.0
198020,Events Planning Certificate Level 3,Event Management level 3 endorsed by ABC Awards with study materials tutor support - Special Offer,https://www.reed.co.uk/courses/events-planning-certificate-level-3/198020#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,7,7 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Events Planning (Certificate of achievement),3.0
198021,Creating a Dynamite Job Portfolio Course,Creating a Dynamite Job Portfolio Certificate with tutor support - Special Offer,https://www.reed.co.uk/courses/creating-a-dynamite-job-portfolio-course/198021#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,0,Tutor is available to students,25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Creating a Dynamite Job Portfolio Course (Certificate of achievement),2.0
198023,Creating a Top-Notch Talent Management Programme Course,Creating a Top Notch Talent Management Programme level 3 Certificate - Special Offer,https://www.reed.co.uk/courses/creating-a-top-notch-talent-management-programme-course/198023#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,4,4 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Creating a Top-Notch Talent Management Programme Course (Certificate of achievement),3.0
198025,Creating a Workplace Wellness Programme Course,Creating a Workplace Wellness Programme level 2 Certificate - Special Offer,https://www.reed.co.uk/courses/creating-a-workplace-wellness-programme-course/198025#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,5,5 students purchased this course,25.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Creating a Workplace Wellness Programme Course (Certificate of achievement),2.0
198027,Child Psychology Course Level 4,Child Psychology Level 4 Diploma Endorsed by ABC Awards Assignment Based - Special Offer,https://www.reed.co.uk/courses/child-psychology-course-level-4/198027#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,18,18 students purchased this course,56.0,560.0,no,missing,missing,yes,no,ABC Awards,Level 4 Diploma Child Psychology (Certificate of achievement),4.0
198028,Fashion Design Level 3 Certificate,Fashion Design Level 3 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/fashion-design-level-3-certificate/198028#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,2,2 students purchased this course,30.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Fashion Design (Certificate of achievement),3.0
198032,Internet Marketing Level 3 Certificate,Internet Marketing - Special Offer,https://www.reed.co.uk/courses/internet-marketing-level-3-certificate/198032#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,6,6 students purchased this course,10.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Internet Marketing (Certificate of achievement),3.0
198036,Travel and Tourism ,Tourism management professional certificate Level 3 Endorsed by ABC Awards ,https://www.reed.co.uk/courses/travel-and-tourism/198036#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,4,4 students purchased this course,27.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Travel and Tourism (Certificate of achievement),3.0
198360,Performance Management Certificate ,Performance Management level 3 Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/performance-management-certificate/198360#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,3,3 students purchased this course,10.0,395.0,no,missing,missing,yes,no,ABC Awards,Level 3 Certificate Performance Management (Certificate of achievement),3.0
198362,Stress Management ,Stress Management Level 2 foundation certificate endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/stress-management/198362#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,16,16 students purchased this course,10.0,360.0,no,missing,missing,yes,no,ABC Awards,Level 2 Certificate Stress Management (Certificate of achievement),2.0
199111,Forensic Accounting Diploma Level 4,Forensic Accounting Level 4 Diploma Endorsed by ABC Awards - Special Offer,https://www.reed.co.uk/courses/forensic-accounting-diploma-level-4/199111#/courses/cpd-courses/p1534?pageno=4&sortby=MostPopular,CPD Courses,2,2 students purchased this course,220.0,560.0,no,missing,missing,yes,no,ABC Awards,Level 4 Diploma Forensic Accounting (Certificate of achievement),4.0
