courseId,courseTitle,subTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,cpdAccreditedBy,haveProfQual,isRegulated,awrBodyName,awrBodyQualName,courseLevel
98276,Project Management ,Project Management Diploma (Level 7) | Endorsed by ABC Awards | Tutor Support and Assessments included in Course Price,https://www.reed.co.uk/courses/project-management/98276#/courses/discount?sortby=MostPopular,Oxford Home Study College,502,502 students purchased this course,15.0,1050.0,no,ABC Awards,yes,no,ABC Awards,Level 7 Diploma Project Management (Certificate of Achievement),7.0
229553,Xero Accounting and Bookkeeping Course,CPD approved training provider II Certificate Included,https://www.reed.co.uk/courses/xero-accounting-and-bookkeeping-course/229553#/courses/discount?sortby=MostPopular,Janets,1320,"1,320 students purchased this course",14.0,289.0,yes,CPD Accreditation Group,no,no,missing,10 CPD points / hours,missing
227506,Child Psychology - Level 5 ,Child Psychology Advanced Diploma Endorsed by ABC Awards I tutor support and assessments included in this price,https://www.reed.co.uk/courses/child-psychology-level-5/227506#/courses/discount?sortby=MostPopular,Oxford Home Study College,1200,"1,200 students purchased this course",10.0,740.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Child Psychology (Certificate of Achievement),5.0
51553,CACHE Level 3 Teaching Assistant Qualification (RQF) & SEN - *Recognised Qualification*,Accepted in ALL Schools | Government Regulated | OFSTED Approved,https://www.reed.co.uk/courses/cache-level-3-teaching-assistant-qualification-rqf-sen-recognised-qualification/51553#/courses/discount?sortby=MostPopular,The Learning College,0,"7,112 students enquired about this course",269.0,499.0,no,Ofqual,yes,yes,"Council for Awards in Care, Health and Education",Level 3 Award in Supporting Teaching and Learning in Schools (QCF) Teaching Assistant Certificate,3.0
234929,Car Mechanic Training - CPD Accredited,CPD Accredited Car Mechanic Training Course | Full Tutor Support | Instant Result | No hidden fees,https://www.reed.co.uk/courses/car-mechanic-training-cpd-accredited/234929#/courses/discount?sortby=MostPopular,One Education,1437,"1,437 students purchased this course",10.0,199.0,yes,CPD Accreditation Group,no,no,missing,10 CPD points / hours,missing
227973,Sage 50 Payroll Complete Course - CPD Certified,CPD Certified  Payroll Training | Recognised Certificate Included | Unlimited 24/7 Access | Become a Payroll Manager,https://www.reed.co.uk/courses/sage-50-payroll-complete-course-cpd-certified/227973#/courses/discount?sortby=MostPopular,Janets,2074,"2,074 students purchased this course",10.0,279.0,yes,The CPD Group,no,no,missing,20 CPD points / hours,missing
247335,Cyber Security,Cyber Security Diploma Level 5 Endorsed by ABC Awards | Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/cyber-security/247335#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1293,"1,293 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Cyber Security (Certificate of Achievement),5.0
197943,Teaching Assistant,Teaching Assistant Level 5 Advanced Diploma. Endorsed by ABC Awards | CPD Accredited Certificate | 70 CPD Points,https://www.reed.co.uk/courses/teaching-assistant/197943#/courses/discount?sortby=MostPopular,CPD Courses,690,690 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Teaching Assistant (Endorsed Certificate),5.0
230387,HR Management,HR Management Level 7 | Endorsed by ABC Awards | CPD Accredited Certificate | 210 CPD Credits/Points,https://www.reed.co.uk/courses/hr-management/230387#/courses/discount?sortby=MostPopular,CPD Courses,951,951 students purchased this course,15.0,1050.0,yes,ABC Awards,yes,no,ABC Awards,Level 7 Diploma HR Management (Endorsed Certificate),7.0
266528,Certificate in Child Care and Early Learning – Level 3,Certificate in Child Care and Early Learning – Level 3,https://www.reed.co.uk/courses/certificate-in-child-care-and-early-learning--level-3/266528#/courses/discount?sortby=MostPopular,Study365,155,155 students purchased this course,12.0,79.0,no,ABC Awards,yes,no,ABC Awards,Level 3 Diploma In Childcare and early learning,3.0
196942,PRINCE2® Foundation and Practitioner 6th Edition e-learning with Foundation Exam,Accredited Foundation Exam included,https://www.reed.co.uk/courses/prince2-foundation-and-practitioner-6th-edition-e-learning-with-foundation-exam/196942#/courses/discount?sortby=MostPopular,Balance Global,1428,"1,428 students enquired about this course",259.0,549.0,no,PEOPLECERT),yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation,missing
196928,Life Coaching,Life Coaching Level 5 Advanced Diploma endorsed by ABC Awards | Tutor Support and Assessments included in Course Price,https://www.reed.co.uk/courses/life-coaching/196928#/courses/discount?sortby=MostPopular,Oxford Home Study College,1296,"1,296 students purchased this course",10.0,740.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Life Coaching (Certificate of Achievement),5.0
237269,Digital Marketing Diploma,Digital Marketing Advanced Level 5 Endorsed by ABC Awards I Tutor support & Assessments included in the course price ,https://www.reed.co.uk/courses/digital-marketing-diploma/237269#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1494,"1,494 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Digital Marketing (Certificate of Achievement),5.0
24314,PRINCE2® Foundation & Practitioner with both Exams (Award-Winning Course),Includes Lean Six Sigma Green Belt course & PRINCE2® Foundation & Practitioner Exams,https://www.reed.co.uk/courses/prince2-foundation-practitioner-with-both-exams-award-winning-course/24314#/courses/discount?sortby=MostPopular,e-Careers,7112,"7,112 students enquired about this course",495.0,845.0,no,PEOPLECERT),yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation & Practitioner,missing
196422,Safeguarding Children Level 2 – Online Training Course – NHS Health & Care - UK Accredited,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/safeguarding-children-level-2--online-training-course--nhs-health-care-uk-accredited/196422#/courses/discount?sortby=MostPopular,Mandatory Compliance,1099,"1,099 students purchased this course",12.0,19.99,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
239834,Internal Audit Skills Training Course - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/internal-audit-skills-training-course-cpd-accredited/239834#/courses/discount?sortby=MostPopular,Course Gate,559,559 students purchased this course,10.0,175.0,yes,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
77763,Estate Agent Diploma Level 3 - CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/estate-agent-diploma-level-3-cpd-certified/77763#/courses/discount?sortby=MostPopular,Be-a.co.uk,4923,"4,923 students purchased this course",44.0,299.0,yes,The CPD Certification Service,no,no,missing,10 CPD points / hours,missing
97418,Diet and Nutrition Advanced Diploma Level 5,Diet and Nutrition Level 5 Endorsed by ABC Awards | Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/diet-and-nutrition-advanced-diploma-level-5/97418#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1080,"1,080 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma in Nutrition (Certificate of Achievement),5.0
233863,120 hours TEFL (TESOL) Masterclass - CPD Accredited ,CPD Accredited TEFL (TESOL) Course | Full Tutor Support | Instant Result | No hidden fees,https://www.reed.co.uk/courses/120-hours-tefl-tesol-masterclass-cpd-accredited/233863#/courses/discount?sortby=MostPopular,One Education,656,656 students purchased this course,10.0,199.0,yes,CPD Accreditation Group,no,no,missing,40 CPD points / hours,missing
211146,Train the Trainer,"Train the Trainer Level 5  Diploma, Endorsed by ABC Awards | CPD Accredited Certificate | 100 CPD Points/Credits.",https://www.reed.co.uk/courses/train-the-trainer/211146#/courses/discount?sortby=MostPopular,CPD Courses,411,411 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Train the Trainer  (Certificate of achievement),5.0
187744,Make-Up Artistry Course (Professional Make Up Artist)  - CPD Certified ,Accredited Online Course | Recognised Certificate Included | Unlimited 24/7 Lifetime Access |Special Offer,https://www.reed.co.uk/courses/make-up-artistry-course-professional-make-up-artist-cpd-certified/187744#/courses/discount?sortby=MostPopular,International Open Academy,482,482 students purchased this course,12.0,299.0,yes,The CPD Certification Service,no,no,missing,50 CPD points / hours,missing
238184,Diploma in Social Work Studies - Level 3,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/diploma-in-social-work-studies-level-3/238184#/courses/discount?sortby=MostPopular,1 Training,343,343 students purchased this course,10.0,399.0,yes,The CPD Certification Service,no,no,missing,7 CPD points / hours,missing
196426,Safeguarding Vulnerable Adults Level 3 – Online Training Course – UK CPD Accredited,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/safeguarding-vulnerable-adults-level-3--online-training-course--uk-cpd-accredited/196426#/courses/discount?sortby=MostPopular,Mandatory Compliance,2037,"2,037 students purchased this course",15.0,24.99,yes,The CPD Certification Service,no,no,missing,3 CPD points / hours,missing
197569,Construction Management ,Construction Management Diploma Level 7 Endorsed by ABC Awards | 200 CPD Points| CPD Accredited Certificate,https://www.reed.co.uk/courses/construction-management/197569#/courses/discount?sortby=MostPopular,CPD Courses,366,366 students purchased this course,15.0,1100.0,yes,ABC Awards,yes,no,ABC Awards,Level 7 Diploma Construction Management (Certificate of achievement),7.0
266270,Leadership & Management,Quiz Based  ll Level 7 Diploma ll Leadership and Management ll Endorsed by TQUK,https://www.reed.co.uk/courses/leadership-management/266270#/courses/discount?sortby=MostPopular,Inspire London College Ltd,238,238 students purchased this course,10.0,995.0,no,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 7 Diploma in Leadership & Management (Endorsed Diploma),7.0
239091,Estate Agent and Property Management Training - CPD Certified,CPD approved training provider II Certificate Included,https://www.reed.co.uk/courses/estate-agent-and-property-management-training-cpd-certified/239091#/courses/discount?sortby=MostPopular,Janets,558,558 students purchased this course,10.0,249.0,yes,The CPD Group,no,no,missing,10 CPD points / hours,missing
264454,PAT - Portable Appliance Testing Training Course,Certificate included I CPD Certified I RoSPA approved member I Audio visual training,https://www.reed.co.uk/courses/pat-portable-appliance-testing-training-course/264454#/courses/discount?sortby=MostPopular,Training Express Ltd,102,102 students purchased this course,12.0,55.0,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
56913,Nail Technician Online Diploma - CPD Certified – Only £39! ,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/nail-technician-online-diploma-cpd-certified--only-39/56913#/courses/discount?sortby=MostPopular,Be-a.co.uk,1790,"1,790 students purchased this course",39.0,299.0,yes,The CPD Certification Service,no,no,missing,20 CPD points / hours,missing
244242,Leadership & Management ,Leadership and Management Level 5 endorsed by ABC Awards |Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/leadership-management/244242#/courses/discount?sortby=MostPopular,Brentwood Open learning College,3466,"3,466 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Leadership & Management (Certificate of Achievement),5.0
260391,Diet and Nutrition Diploma + Personal Training & Fitness Instructor Course,Get 2 Certification in 1 Course. Professional Certificate Endorsed by ABC Awards + CPD Certificate. Tutor Support,https://www.reed.co.uk/courses/diet-and-nutrition-diploma--personal-training-fitness-instructor-course/260391#/courses/discount?sortby=MostPopular,Course Gate,227,227 students purchased this course,14.0,300.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Diet and Nutrition (Certificate of Achievement),5.0
55501,Pet Sitting and Dog Walking Course – CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/pet-sitting-and-dog-walking-course--cpd-certified/55501#/courses/discount?sortby=MostPopular,Be-a.co.uk,1883,"1,883 students purchased this course",39.0,299.0,yes,The CPD Certification Service,no,no,missing,15 CPD points / hours,missing
197478,Construction Management - Course ,Construction Management Diploma Level 5 Endorsed by ABC Awards | 130 CPD Points| CPD Accredited Certificate,https://www.reed.co.uk/courses/construction-management-course/197478#/courses/discount?sortby=MostPopular,CPD Courses,449,449 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma |Construction Management| (Certificate of achievement),5.0
267040,GDPR Training Course,Certificate included I CPD Certified I RoSPA approved I Audio visual training,https://www.reed.co.uk/courses/gdpr-training-course/267040#/courses/discount?sortby=MostPopular,Training Express Ltd,179,179 students purchased this course,10.0,30.0,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
246722,Level 3 Award in Education and Training - AET (Formerly PTLLS),Awarded by TQUK I Ofqual Regulated I Free PDF Book by Ann Gravells I Full Tutor Support I 12 Months Access,https://www.reed.co.uk/courses/level-3-award-in-education-and-training-aet-formerly-ptlls/246722#/courses/discount?sortby=MostPopular,One Education,652,652 students purchased this course,10.0,399.0,no,Ofqual,yes,yes,Training Qualifications UK Ltd,Level 3 Award in Education and Training (QCF),3.0
201436,Operations Management,Operations Management (Level 7). Endorsed by ABC Awards | 200 CPD Points | CPD Accredited Certificate,https://www.reed.co.uk/courses/operations-management/201436#/courses/discount?sortby=MostPopular,CPD Courses,385,385 students purchased this course,10.0,1050.0,yes,ABC Awards,yes,no,ABC Awards,Level 7 Diploma Operations Management (Endorsed Certificate),7.0
237280,Microsoft Excel Ultimate 5 Courses Bundle with 100+ Exclusive Excel Templates,"Microsoft Excel Beginner, Intermediate, Advanced, VBA, PowerPivot",https://www.reed.co.uk/courses/microsoft-excel-ultimate-5-courses-bundle-with-100-exclusive-excel-templates/237280#/courses/discount?sortby=MostPopular,One Education,1421,"1,421 students purchased this course",12.0,199.0,yes,CPD Accreditation Group,no,no,missing,40 CPD points / hours,missing
57538,"Sage 50 Accounts Course - Level 1, 2 & 3",Summary,https://www.reed.co.uk/courses/sage-50-accounts-course-level-1-2-3/57538#/courses/discount?sortby=MostPopular,Oplex Careers,3529,"3,529 students purchased this course",24.0,399.99,yes,The CPD Certification Service,no,no,missing,9 CPD points / hours,missing
74821,The Ultimate Microsoft Excel Bootcamp,"Best Selling Bundle - Excel, Advanced Excel, PivotTables and Business Analysis (2019 Excel Version Available)",https://www.reed.co.uk/courses/the-ultimate-microsoft-excel-bootcamp/74821#/courses/discount?sortby=MostPopular,Excel with Business,4525,"4,525 students purchased this course",29.0,199.0,yes,The CPD Certification Service,no,no,missing,65 CPD points / hours,missing
67040,Anti-Money Laundering Course - Level 3 CPD Accredited ,Summary,https://www.reed.co.uk/courses/anti-money-laundering-course-level-3-cpd-accredited/67040#/courses/discount?sortby=MostPopular,Oplex Careers,2680,"2,680 students purchased this course",12.0,249.99,yes,The CPD Certification Service,no,no,missing,6 CPD points / hours,missing
218308,Life Coaching Diploma - CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/life-coaching-diploma-cpd-certified/218308#/courses/discount?sortby=MostPopular,Be-a.co.uk,1218,"1,218 students purchased this course",10.0,299.0,no,missing,no,no,missing,missing,missing
266089,Proofreading Basics,Professional Proofreading Course Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/proofreading-basics/266089#/courses/discount?sortby=MostPopular,Course Gate,193,193 students purchased this course,10.0,300.0,no,ABC Awards,yes,no,ABC Awards,Level 2 Certificate Proofreading Basics (Certificate of Achievement),2.0
224239,Fire Marshal Level 3 – CPD Certified - Online Training Course,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/fire-marshal-level-3--cpd-certified-online-training-course/224239#/courses/discount?sortby=MostPopular,Mandatory Compliance,564,564 students purchased this course,15.0,24.99,yes,The CPD Certification Service,no,no,missing,3 CPD points / hours,missing
233696,UK Employment Law - CPD Accredited ,CPD Accredited Employment Law Course  | Full Tutor Support | Instant Result | No hidden fees,https://www.reed.co.uk/courses/uk-employment-law-cpd-accredited/233696#/courses/discount?sortby=MostPopular,One Education,1235,"1,235 students purchased this course",10.0,199.0,yes,CPD Accreditation Group,no,no,missing,20 CPD points / hours,missing
124721,Sage 50 Training,Computerised Accounting |Exam Included in Price | CPD & IAP Accredited | Free Microsoft Excel 2016 - Intermediate  ,https://www.reed.co.uk/courses/sage-50-training/124721#/courses/discount?sortby=MostPopular,1 Training,1060,"1,060 students purchased this course",10.0,349.0,yes,The CPD Certification Service,no,no,missing,16 CPD points / hours,missing
201385,Nutrition - Diploma,Diet and Nutrition Level 5 Endorsed by ABC Awards | CPD Accredited Certificate | 150 CPD Points/Credits,https://www.reed.co.uk/courses/nutrition-diploma/201385#/courses/discount?sortby=MostPopular,CPD Courses,437,437 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Diet and Nutrition (Endorsed Certificate),5.0
207082,First Aid at Work,45 minute online CPD accredited First Aid at Work course with completion certificate,https://www.reed.co.uk/courses/first-aid-at-work/207082#/courses/discount?sortby=MostPopular,ECHO3 EDUCATION LIMITED,472,472 students purchased this course,12.0,25.0,yes,The CPD Certification Service,no,no,missing,5 CPD points / hours,missing
250197,Food Hygiene for Catering Level 2,Online CPD course covering legislation relating to catering and how to practice good hygiene within the kitchen.,https://www.reed.co.uk/courses/food-hygiene-for-catering-level-2/250197#/courses/discount?sortby=MostPopular,CPD Online College,145,145 students purchased this course,11.5,30.0,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
267738,Digital Marketing,Digital Marketing Advanced Level 6 Endorsed from Training Qualifications UK,https://www.reed.co.uk/courses/digital-marketing/267738#/courses/discount?sortby=MostPopular,Inspire London College Ltd,94,94 students purchased this course,35.0,795.0,no,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 6 Diploma Digital Marketing (Endorsed Diploma),6.0
237348,Speech Therapist and SEN Teaching Assistant Course - CPD Accredited,CPD Accredited Course | Full Tutor Support | Instant Result | No hidden fees,https://www.reed.co.uk/courses/speech-therapist-and-sen-teaching-assistant-course-cpd-accredited/237348#/courses/discount?sortby=MostPopular,One Education,723,723 students purchased this course,10.0,199.0,yes,CPD Accreditation Group,no,no,missing,20 CPD points / hours,missing
73032,The Complete Web Development Course,£120 web hosting voucher offered|Student Support | Lifetime access | Exam | Full Certificate,https://www.reed.co.uk/courses/the-complete-web-development-course/73032#/courses/discount?sortby=MostPopular,Development Island Ltd,4913,"4,913 students purchased this course",10.0,500.0,no,missing,no,no,missing,missing,missing
78731,Criminology and Profiling Course - CPD Certified,Recognised Certificate Included | Accredited Online Course | Unlimited 24/7 Lifetime Access| 50 CPD Hours,https://www.reed.co.uk/courses/criminology-and-profiling-course-cpd-certified/78731#/courses/discount?sortby=MostPopular,International Open Academy,772,772 students purchased this course,10.0,119.0,yes,The CPD Certification Service,no,no,missing,50 CPD points / hours,missing
241518,Motorbike Maintenance Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/motorbike-maintenance-course/241518#/courses/discount?sortby=MostPopular,Course Gate,349,349 students purchased this course,10.0,175.0,no,missing,no,no,missing,missing,missing
98741,Pet First Aid Certificate - CPD Certified ,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/pet-first-aid-certificate-cpd-certified/98741#/courses/discount?sortby=MostPopular,Be-a.co.uk,803,803 students purchased this course,14.0,99.0,yes,The CPD Certification Service,no,no,missing,3 CPD points / hours,missing
197518,Event Management Course,Event Management Diploma Level 4 Endorsed by ABC Awards | CPD Accredited Certificate | 60 CPD Points/Credits,https://www.reed.co.uk/courses/event-management-course/197518#/courses/discount?sortby=MostPopular,CPD Courses,885,885 students purchased this course,10.0,560.0,yes,ABC Awards,yes,no,ABC Awards,Level 4 Diploma Event Management (Certificate of achievement),4.0
176029,Award in Education and Training (A.E.T.) Level 3 Pearson BTEC Qualification,Pearson BTEC Level 3 Award in Education and Training + Level 3 Coaching and Mentoring |Tutor support ,https://www.reed.co.uk/courses/award-in-education-and-training-aet-level-3-pearson-btec-qualification/176029#/courses/discount?sortby=MostPopular,Study365,719,719 students purchased this course,29.0,399.0,no,Ofqual,yes,yes,Edexcel,Level 3 Award in Education and Training (QCF),3.0
202168,Life Coaching,Life Coaching Advanced Level 5 Diploma Endorsed by ABC Awards | Accredited CPD Certificate | 90 CPD Points.,https://www.reed.co.uk/courses/life-coaching/202168#/courses/discount?sortby=MostPopular,CPD Courses,381,381 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Life Coaching (Endorsed Certificate),5.0
238070,Diploma in Special Education Needs (SEN) ,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/diploma-in-special-education-needs-sen/238070#/courses/discount?sortby=MostPopular,1 Training,414,414 students purchased this course,10.0,399.0,yes,The CPD Certification Service,no,no,missing,16 CPD points / hours,missing
77000,Pet First Aid and CPR - CPD Certified,Expert Animal Training | Internationally Accredited | Certificate Included | Lifetime Access,https://www.reed.co.uk/courses/pet-first-aid-and-cpr-cpd-certified/77000#/courses/discount?sortby=MostPopular,Holly and Hugo,573,573 students purchased this course,12.0,119.0,yes,The CPD Certification Service,no,no,missing,30 CPD points / hours,missing
98736,Microsoft Excel – Beginner Course - CPD Accredited,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/microsoft-excel--beginner-course-cpd-accredited/98736#/courses/discount?sortby=MostPopular,Be-a.co.uk,2279,"2,279 students purchased this course",12.0,199.0,yes,The CPD Certification Service,no,no,missing,15 CPD points / hours,missing
247238,Operations Management Level 7,Level 7 Diploma in Operations Management ll Quiz Based Diploma ll TQUK Endorsed Professional Diploma,https://www.reed.co.uk/courses/operations-management-level-7/247238#/courses/discount?sortby=MostPopular,Inspire London College Ltd,157,157 students purchased this course,10.0,995.0,no,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 7 Diploma in Operations Management,7.0
97896,Accountancy ,Accountancy Diploma Level 5 Endorsed by ABC Awards I Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/accountancy/97896#/courses/discount?sortby=MostPopular,Oxford Home Study College,209,209 students purchased this course,10.0,740.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Accountancy (Certificate of Achievement),5.0
212982,Social Media Marketing ,Social Media Marketing Level 3 Endorsed by ABC Awards | CPD Accredited Certificate with 40 CPD points,https://www.reed.co.uk/courses/social-media-marketing/212982#/courses/discount?sortby=MostPopular,CPD Courses,416,416 students purchased this course,10.0,395.0,yes,ABC Awards,yes,no,ABC Awards,Level 3 Certificate Social Media Marketing  (Certificate of achievement),3.0
264825,SEN Teaching Diploma Level 5,Professional SEN Teaching Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/sen-teaching-diploma-level-5/264825#/courses/discount?sortby=MostPopular,Course Gate,142,142 students purchased this course,17.0,300.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma SEN Teaching  (Certificate of Achievement),5.0
78720,Car Maintenance - CPD Certified ,Accredited Online Course | Recognised Certificate Included | Unlimited 24/7 Lifetime Access| Special Offer,https://www.reed.co.uk/courses/car-maintenance-cpd-certified/78720#/courses/discount?sortby=MostPopular,International Open Academy,1040,"1,040 students purchased this course",12.0,119.0,yes,The CPD Certification Service,no,no,missing,30 CPD points / hours,missing
242435,Safeguarding Children Level 3 Designated Safeguarding Lead DSL,Designated Safeguarding Lead,https://www.reed.co.uk/courses/safeguarding-children-level-3-designated-safeguarding-lead-dsl/242435#/courses/discount?sortby=MostPopular,EMAGINATION TRAINING,175,175 students purchased this course,45.0,95.0,yes,The CPD Certification Service,no,no,missing,3 CPD points / hours,missing
116060,Physiotherapy Assistant - CPD Certified ,Accredited Online Course | Recognised Certificate Included | Unlimited 24/7 Lifetime Access |Special Offer,https://www.reed.co.uk/courses/physiotherapy-assistant-cpd-certified/116060#/courses/discount?sortby=MostPopular,International Open Academy,676,676 students purchased this course,10.0,119.0,yes,The CPD Certification Service,no,no,missing,50 CPD points / hours,missing
