courseId,courseTitle,subTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,cpdAccreditedBy,haveProfQual,isRegulated,awrBodyName,awrBodyQualName,courseLevel
140784,"Microsoft Excel Complete Course - Beginner, Intermediate & Advanced- CPD ",Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/microsoft-excel-complete-course-beginner-intermediate-advanced-cpd/140784#/courses/discount?sortby=MostPopular,Be-a.co.uk,11607,"11,607 students purchased this course",29.0,597.0,yes,The CPD Certification Service,no,no,missing,40 CPD points / hours,missing
162300,Food Hygiene Course - Level 2 ,"ROSPA Accredited, Institute of Hospitality Endorsed, CPD and Local Authority Approved",https://www.reed.co.uk/courses/food-hygiene-course-level-2/162300#/courses/discount?sortby=MostPopular,The Training Terminal,4487,"4,487 students purchased this course",12.0,30.0,no,missing,no,no,missing,missing,missing
197897,Project Management Course,Project Management Diploma Level 5 Endorsed by ABC Awards | CPD Accredited Certificate | 120 CPD Points,https://www.reed.co.uk/courses/project-management-course/197897#/courses/discount?sortby=MostPopular,CPD Courses,1565,"1,565 students purchased this course",10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Project Management (Certificate of achievement),5.0
266620,Leadership & Management,Leadership & Management Level 7 | Endorsed by ABC Awards | 150 CPD Points | CPD Accredited Certificate,https://www.reed.co.uk/courses/leadership-management/266620#/courses/discount?sortby=MostPopular,CPD Courses,585,585 students purchased this course,10.0,1050.0,yes,ABC Awards,yes,no,ABC Awards,Level 7 Diploma Leadership & Management (endorsed certificate),7.0
188840,Basic Food Hygiene Certificate - Also known as Food Safety Level 2  ,"ROSPA Accredited, Institute of Hospitality Endorsed, CPD and Local Authority Approved",https://www.reed.co.uk/courses/basic-food-hygiene-certificate-also-known-as-food-safety-level-2/188840#/courses/discount?sortby=MostPopular,The Training Terminal,1915,"1,915 students purchased this course",12.0,30.0,no,missing,no,no,missing,missing,missing
228135,Office Administration,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/office-administration/228135#/courses/discount?sortby=MostPopular,1 Training,1377,"1,377 students purchased this course",10.0,399.0,yes,The CPD Certification Service,no,no,missing,16 CPD points / hours,missing
228586,"Teaching Assistant Complete Course (TA, SEN, Autism, ADHD & Dyslexia) - CPD Certified",CPD approved training provider II Certificate Included II Become a Teaching Assistant,https://www.reed.co.uk/courses/teaching-assistant-complete-course-ta-sen-autism-adhd-dyslexia-cpd-certified/228586#/courses/discount?sortby=MostPopular,Janets,1683,"1,683 students purchased this course",10.0,1479.0,yes,The CPD Group,no,no,missing,40 CPD points / hours,missing
77566,Classroom Behaviour Management Course - Level 3 CPD Accredited ,Summary,https://www.reed.co.uk/courses/classroom-behaviour-management-course-level-3-cpd-accredited/77566#/courses/discount?sortby=MostPopular,Oplex Careers,224,224 students purchased this course,19.0,249.99,yes,The CPD Certification Service,no,no,missing,7 CPD points / hours,missing
247537,Microsoft Excel,"Microsoft Excel (TQUK Endorsed) complete course including essentials, advanced and expert level.",https://www.reed.co.uk/courses/microsoft-excel/247537#/courses/discount?sortby=MostPopular,Inspire London College Ltd,388,388 students purchased this course,10.0,595.0,no,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Microsoft Office Specialist (MOS) in Microsoft Excel,missing
210657,Office Admin and Reception Skills,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/office-admin-and-reception-skills/210657#/courses/discount?sortby=MostPopular,1 Training,772,772 students purchased this course,10.0,349.0,yes,The CPD Certification Service,no,no,missing,16 CPD points / hours,missing
98276,Project Management ,Project Management Diploma (Level 7) | Endorsed by ABC Awards | Tutor Support and Assessments included in Course Price,https://www.reed.co.uk/courses/project-management/98276#/courses/discount?sortby=MostPopular,Oxford Home Study College,510,510 students purchased this course,15.0,1050.0,no,ABC Awards,yes,no,ABC Awards,Level 7 Diploma Project Management (Certificate of Achievement),7.0
227506,Child Psychology - Level 5 ,Child Psychology Advanced Diploma Endorsed by ABC Awards I tutor support and assessments included in this price,https://www.reed.co.uk/courses/child-psychology-level-5/227506#/courses/discount?sortby=MostPopular,Oxford Home Study College,1216,"1,216 students purchased this course",10.0,740.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Child Psychology (Certificate of Achievement),5.0
234929,Car Mechanic Training,Level 3 Endorsed Diploma by TQUK | 15 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/car-mechanic-training/234929#/courses/discount?sortby=MostPopular,One Education,1452,"1,452 students purchased this course",14.0,199.0,yes,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 3 Diploma in Car Mechanic (Endorsed Certificate),3.0
229553,Xero Accounting and Bookkeeping Course,CPD approved training provider II Certificate Included,https://www.reed.co.uk/courses/xero-accounting-and-bookkeeping-course/229553#/courses/discount?sortby=MostPopular,Janets,1329,"1,329 students purchased this course",14.0,289.0,yes,CPD Accreditation Group,no,no,missing,10 CPD points / hours,missing
51553,CACHE Level 3 Teaching Assistant Qualification (RQF) & SEN - *Recognised Qualification*,Accepted in ALL Schools | Government Regulated | OFSTED Approved,https://www.reed.co.uk/courses/cache-level-3-teaching-assistant-qualification-rqf-sen-recognised-qualification/51553#/courses/discount?sortby=MostPopular,The Learning College,0,"7,131 students enquired about this course",269.0,499.0,no,Ofqual,yes,yes,"Council for Awards in Care, Health and Education",Level 3 Award in Supporting Teaching and Learning in Schools (QCF) Teaching Assistant Certificate,3.0
227973,Sage 50 Payroll Complete Course - CPD Certified,CPD Certified  Payroll Training | Recognised Certificate Included | Unlimited 24/7 Access | Become a Payroll Manager,https://www.reed.co.uk/courses/sage-50-payroll-complete-course-cpd-certified/227973#/courses/discount?sortby=MostPopular,Janets,2091,"2,091 students purchased this course",10.0,279.0,yes,The CPD Group,no,no,missing,20 CPD points / hours,missing
197943,Teaching Assistant,Teaching Assistant Level 5 Advanced Diploma. Endorsed by ABC Awards | CPD Accredited Certificate | 70 CPD Points,https://www.reed.co.uk/courses/teaching-assistant/197943#/courses/discount?sortby=MostPopular,CPD Courses,703,703 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Teaching Assistant (Endorsed Certificate),5.0
247335,Cyber Security,Cyber Security Diploma Level 5 Endorsed by ABC Awards | Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/cyber-security/247335#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1303,"1,303 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Cyber Security (Certificate of Achievement),5.0
266528,Certificate in Child Care and Early Learning – Level 3,Certificate in Child Care and Early Learning – Level 3,https://www.reed.co.uk/courses/certificate-in-child-care-and-early-learning--level-3/266528#/courses/discount?sortby=MostPopular,Study365,170,170 students purchased this course,12.0,79.0,no,ABC Awards,yes,no,ABC Awards,Level 3 Diploma In Childcare and early learning,3.0
24314,PRINCE2® Foundation & Practitioner with both Exams (Award-Winning Course),Includes Lean Six Sigma Green Belt course & PRINCE2® Foundation & Practitioner Exams,https://www.reed.co.uk/courses/prince2-foundation-practitioner-with-both-exams-award-winning-course/24314#/courses/discount?sortby=MostPopular,e-Careers,7129,"7,129 students enquired about this course",495.0,845.0,no,PEOPLECERT),yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation & Practitioner,missing
230387,HR Management,HR Management Level 7 | Endorsed by ABC Awards | CPD Accredited Certificate | 210 CPD Credits/Points,https://www.reed.co.uk/courses/hr-management/230387#/courses/discount?sortby=MostPopular,CPD Courses,965,965 students purchased this course,15.0,1050.0,yes,ABC Awards,yes,no,ABC Awards,Level 7 Diploma HR Management (Endorsed Certificate),7.0
237269,Digital Marketing Diploma,Digital Marketing Advanced Level 5 Endorsed by ABC Awards I Tutor support & Assessments included in the course price ,https://www.reed.co.uk/courses/digital-marketing-diploma/237269#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1505,"1,505 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Digital Marketing (Certificate of Achievement),5.0
196928,Life Coaching,Life Coaching Level 5 Advanced Diploma endorsed by ABC Awards | Tutor Support and Assessments included in Course Price,https://www.reed.co.uk/courses/life-coaching/196928#/courses/discount?sortby=MostPopular,Oxford Home Study College,1307,"1,307 students purchased this course",10.0,740.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Life Coaching (Certificate of Achievement),5.0
196942,PRINCE2® Foundation and Practitioner 6th Edition e-learning with Foundation Exam,Accredited Foundation Exam included,https://www.reed.co.uk/courses/prince2-foundation-and-practitioner-6th-edition-e-learning-with-foundation-exam/196942#/courses/discount?sortby=MostPopular,Balance Global,1434,"1,434 students enquired about this course",259.0,549.0,no,PEOPLECERT),yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation,missing
211146,Train the Trainer,"Train the Trainer Level 5  Diploma, Endorsed by ABC Awards | CPD Accredited Certificate | 100 CPD Points/Credits.",https://www.reed.co.uk/courses/train-the-trainer/211146#/courses/discount?sortby=MostPopular,CPD Courses,422,422 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Train the Trainer  (Certificate of achievement),5.0
77763,Estate Agent Diploma Level 3 - CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/estate-agent-diploma-level-3-cpd-certified/77763#/courses/discount?sortby=MostPopular,Be-a.co.uk,4930,"4,930 students purchased this course",44.0,299.0,yes,The CPD Certification Service,no,no,missing,10 CPD points / hours,missing
239834,Internal Audit Skills Training Course - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/internal-audit-skills-training-course-cpd-accredited/239834#/courses/discount?sortby=MostPopular,Course Gate,564,564 students purchased this course,10.0,175.0,yes,CPD Accreditation Group,no,no,missing,5 CPD points / hours,missing
97418,Diet and Nutrition Advanced Diploma Level 5,Diet and Nutrition Level 5 Endorsed by ABC Awards | Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/diet-and-nutrition-advanced-diploma-level-5/97418#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1089,"1,089 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma in Nutrition (Certificate of Achievement),5.0
196422,Safeguarding Children Level 2 – Online Training Course – NHS Health & Care - UK Accredited,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/safeguarding-children-level-2--online-training-course--nhs-health-care-uk-accredited/196422#/courses/discount?sortby=MostPopular,Mandatory Compliance,1109,"1,109 students purchased this course",12.0,19.99,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
197569,Construction Management ,Construction Management Diploma Level 7 Endorsed by ABC Awards | 200 CPD Points| CPD Accredited Certificate,https://www.reed.co.uk/courses/construction-management/197569#/courses/discount?sortby=MostPopular,CPD Courses,385,385 students purchased this course,15.0,1100.0,yes,ABC Awards,yes,no,ABC Awards,Level 7 Diploma Construction Management (Certificate of achievement),7.0
233863,120 hours TEFL (TESOL) Masterclass,Level 3 Endorsed Diploma by TQUK | 40 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/120-hours-tefl-tesol-masterclass/233863#/courses/discount?sortby=MostPopular,One Education,662,662 students purchased this course,14.0,199.0,yes,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 3 Diploma in TEFL/TESOL Masterclass (Endorsed Certificate),3.0
187744,Make-Up Artistry Course (Professional Make Up Artist)  - CPD Certified ,Accredited Online Course | Recognised Certificate Included | Unlimited 24/7 Lifetime Access |Special Offer,https://www.reed.co.uk/courses/make-up-artistry-course-professional-make-up-artist-cpd-certified/187744#/courses/discount?sortby=MostPopular,International Open Academy,490,490 students purchased this course,12.0,299.0,yes,The CPD Certification Service,no,no,missing,50 CPD points / hours,missing
238184,Diploma in Social Work Studies - Level 3,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/diploma-in-social-work-studies-level-3/238184#/courses/discount?sortby=MostPopular,1 Training,353,353 students purchased this course,10.0,399.0,yes,The CPD Certification Service,no,no,missing,7 CPD points / hours,missing
264454,PAT - Portable Appliance Testing Training Course,Certificate included I CPD Certified I RoSPA approved member I Audio visual training,https://www.reed.co.uk/courses/pat-portable-appliance-testing-training-course/264454#/courses/discount?sortby=MostPopular,Training Express Ltd,103,103 students purchased this course,12.0,55.0,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
56913,Nail Technician Online Diploma - CPD Certified – Only £39! ,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/nail-technician-online-diploma-cpd-certified--only-39/56913#/courses/discount?sortby=MostPopular,Be-a.co.uk,1795,"1,795 students purchased this course",39.0,299.0,yes,The CPD Certification Service,no,no,missing,20 CPD points / hours,missing
239091,Estate Agent and Property Management Training - CPD Certified,CPD approved training provider II Certificate Included,https://www.reed.co.uk/courses/estate-agent-and-property-management-training-cpd-certified/239091#/courses/discount?sortby=MostPopular,Janets,564,564 students purchased this course,10.0,249.0,yes,The CPD Group,no,no,missing,10 CPD points / hours,missing
201436,Operations Management,Operations Management (Level 7). Endorsed by ABC Awards | 200 CPD Points | CPD Accredited Certificate,https://www.reed.co.uk/courses/operations-management/201436#/courses/discount?sortby=MostPopular,CPD Courses,391,391 students purchased this course,10.0,1050.0,yes,ABC Awards,yes,no,ABC Awards,Level 7 Diploma Operations Management (Endorsed Certificate),7.0
260391,Diet and Nutrition Diploma + Personal Training & Fitness Instructor Course,Get 2 Certification in 1 Course. Professional Certificate Endorsed by ABC Awards + CPD Certificate. Tutor Support,https://www.reed.co.uk/courses/diet-and-nutrition-diploma--personal-training-fitness-instructor-course/260391#/courses/discount?sortby=MostPopular,Course Gate,234,234 students purchased this course,14.0,300.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Diet and Nutrition (Certificate of Achievement),5.0
266270,Leadership & Management,Quiz Based  ll Level 7 Diploma ll Leadership and Management ll Endorsed by TQUK,https://www.reed.co.uk/courses/leadership-management/266270#/courses/discount?sortby=MostPopular,Inspire London College Ltd,242,242 students purchased this course,10.0,995.0,no,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 7 Diploma in Leadership & Management (Endorsed Diploma),7.0
267040,GDPR Training Course,Certificate included I CPD Certified I RoSPA approved I Audio visual training,https://www.reed.co.uk/courses/gdpr-training-course/267040#/courses/discount?sortby=MostPopular,Training Express Ltd,180,180 students purchased this course,10.0,30.0,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
55501,Pet Sitting and Dog Walking Course – CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/pet-sitting-and-dog-walking-course--cpd-certified/55501#/courses/discount?sortby=MostPopular,Be-a.co.uk,1885,"1,885 students purchased this course",39.0,299.0,yes,The CPD Certification Service,no,no,missing,15 CPD points / hours,missing
244242,Leadership & Management ,Leadership and Management Level 5 endorsed by ABC Awards |Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/leadership-management/244242#/courses/discount?sortby=MostPopular,Brentwood Open learning College,3467,"3,467 students purchased this course",10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Leadership & Management (Certificate of Achievement),5.0
246722,Level 3 Award in Education and Training - AET (Formerly PTLLS),Awarded by TQUK I Ofqual Regulated I Free PDF Book by Ann Gravells I Full Tutor Support I 12 Months Access,https://www.reed.co.uk/courses/level-3-award-in-education-and-training-aet-formerly-ptlls/246722#/courses/discount?sortby=MostPopular,One Education,658,658 students purchased this course,10.0,399.0,no,Ofqual,yes,yes,Training Qualifications UK Ltd,Level 3 Award in Education and Training (QCF),3.0
196426,Safeguarding Vulnerable Adults Level 3 – Online Training Course – UK CPD Accredited,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/safeguarding-vulnerable-adults-level-3--online-training-course--uk-cpd-accredited/196426#/courses/discount?sortby=MostPopular,Mandatory Compliance,2038,"2,038 students purchased this course",15.0,24.99,yes,The CPD Certification Service,no,no,missing,3 CPD points / hours,missing
57538,"Sage 50 Accounts Course - Level 1, 2 & 3",Summary,https://www.reed.co.uk/courses/sage-50-accounts-course-level-1-2-3/57538#/courses/discount?sortby=MostPopular,Oplex Careers,3535,"3,535 students purchased this course",24.0,399.99,yes,The CPD Certification Service,no,no,missing,9 CPD points / hours,missing
197478,Construction Management - Course ,Construction Management Diploma Level 5 Endorsed by ABC Awards | 130 CPD Points| CPD Accredited Certificate,https://www.reed.co.uk/courses/construction-management-course/197478#/courses/discount?sortby=MostPopular,CPD Courses,451,451 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma |Construction Management| (Certificate of achievement),5.0
237280,Microsoft Excel Ultimate 5 Courses Bundle with 100+ Exclusive Excel Templates,Level 5 Endorsed Diploma by TQUK | 40 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/microsoft-excel-ultimate-5-courses-bundle-with-100-exclusive-excel-templates/237280#/courses/discount?sortby=MostPopular,One Education,1423,"1,423 students purchased this course",16.0,199.0,yes,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 5 Diploma in Microsoft Excel (Endorsed Certificate),5.0
74821,The Ultimate Microsoft Excel Bootcamp,"Best Selling Bundle - Excel, Advanced Excel, PivotTables and Business Analysis (2019 Excel Version Available)",https://www.reed.co.uk/courses/the-ultimate-microsoft-excel-bootcamp/74821#/courses/discount?sortby=MostPopular,Excel with Business,4531,"4,531 students purchased this course",39.0,199.0,yes,The CPD Certification Service,no,no,missing,65 CPD points / hours,missing
218308,Life Coaching Diploma - CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/life-coaching-diploma-cpd-certified/218308#/courses/discount?sortby=MostPopular,Be-a.co.uk,1224,"1,224 students purchased this course",10.0,299.0,no,missing,no,no,missing,missing,missing
238070,Diploma in Special Education Needs (SEN) ,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/diploma-in-special-education-needs-sen/238070#/courses/discount?sortby=MostPopular,1 Training,428,428 students purchased this course,10.0,399.0,yes,The CPD Certification Service,no,no,missing,16 CPD points / hours,missing
266089,Proofreading Basics,Professional Proofreading Course Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/proofreading-basics/266089#/courses/discount?sortby=MostPopular,Course Gate,201,201 students purchased this course,10.0,300.0,no,ABC Awards,yes,no,ABC Awards,Level 2 Certificate Proofreading Basics (Certificate of Achievement),2.0
67040,Anti-Money Laundering Course - Level 3 CPD Accredited ,Summary,https://www.reed.co.uk/courses/anti-money-laundering-course-level-3-cpd-accredited/67040#/courses/discount?sortby=MostPopular,Oplex Careers,2685,"2,685 students purchased this course",12.0,249.99,yes,The CPD Certification Service,no,no,missing,6 CPD points / hours,missing
207082,First Aid at Work,45 minute online CPD accredited First Aid at Work course with completion certificate,https://www.reed.co.uk/courses/first-aid-at-work/207082#/courses/discount?sortby=MostPopular,ECHO3 EDUCATION LIMITED,476,476 students purchased this course,12.0,25.0,yes,The CPD Certification Service,no,no,missing,5 CPD points / hours,missing
264825,SEN Teaching Diploma Level 5,Professional SEN Teaching Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/sen-teaching-diploma-level-5/264825#/courses/discount?sortby=MostPopular,Course Gate,150,150 students purchased this course,17.0,300.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma SEN Teaching  (Certificate of Achievement),5.0
224239,Fire Marshal Level 3 – CPD Certified - Online Training Course,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/fire-marshal-level-3--cpd-certified-online-training-course/224239#/courses/discount?sortby=MostPopular,Mandatory Compliance,566,566 students purchased this course,15.0,24.99,yes,The CPD Certification Service,no,no,missing,3 CPD points / hours,missing
233696,UK Employment Law,Level 5 Endorsed Diploma by TQUK | 20 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/uk-employment-law/233696#/courses/discount?sortby=MostPopular,One Education,1241,"1,241 students purchased this course",14.0,199.0,yes,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 5 Diploma in UK Employment Law (Endorsed Certificate),5.0
247238,Operations Management Level 7,Level 7 Diploma in Operations Management ll Quiz Based Diploma ll TQUK Endorsed Professional Diploma,https://www.reed.co.uk/courses/operations-management-level-7/247238#/courses/discount?sortby=MostPopular,Inspire London College Ltd,165,165 students purchased this course,10.0,995.0,no,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 7 Diploma in Operations Management,7.0
202168,Life Coaching,Life Coaching Advanced Level 5 Diploma Endorsed by ABC Awards | Accredited CPD Certificate | 90 CPD Points.,https://www.reed.co.uk/courses/life-coaching/202168#/courses/discount?sortby=MostPopular,CPD Courses,389,389 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Life Coaching (Endorsed Certificate),5.0
116060,Physiotherapy Assistant - CPD Certified ,Accredited Online Course | Recognised Certificate Included | Unlimited 24/7 Lifetime Access |Special Offer,https://www.reed.co.uk/courses/physiotherapy-assistant-cpd-certified/116060#/courses/discount?sortby=MostPopular,International Open Academy,683,683 students purchased this course,10.0,119.0,yes,The CPD Certification Service,no,no,missing,50 CPD points / hours,missing
124721,Sage 50 Training,Computerised Accounting |Exam Included in Price | CPD & IAP Accredited | Free Microsoft Excel 2016 - Intermediate  ,https://www.reed.co.uk/courses/sage-50-training/124721#/courses/discount?sortby=MostPopular,1 Training,1065,"1,065 students purchased this course",10.0,349.0,yes,The CPD Certification Service,no,no,missing,16 CPD points / hours,missing
131479,Level 3 Award in Education and Training - BTEC AET (Formerly PTLLS),Pearson | BTEC | Ofqual Regulated |Tutor Support |Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/level-3-award-in-education-and-training-btec-aet-formerly-ptlls/131479#/courses/discount?sortby=MostPopular,1 Training,742,742 students purchased this course,10.0,299.0,no,Ofqual,yes,yes,Pearson Education Ltd,Level 3 Award in Education and Training (QCF),3.0
250197,Food Hygiene for Catering Level 2,Online CPD course covering legislation relating to catering and how to practice good hygiene within the kitchen.,https://www.reed.co.uk/courses/food-hygiene-for-catering-level-2/250197#/courses/discount?sortby=MostPopular,CPD Online College,151,151 students purchased this course,11.5,30.0,yes,The CPD Certification Service,no,no,missing,2 CPD points / hours,missing
73032,The Complete Web Development Course,£120 web hosting voucher offered|Student Support | Lifetime access | Exam | Full Certificate,https://www.reed.co.uk/courses/the-complete-web-development-course/73032#/courses/discount?sortby=MostPopular,Development Island Ltd,4919,"4,919 students purchased this course",10.0,500.0,no,missing,no,no,missing,missing,missing
78731,Criminology and Profiling Course - CPD Certified,Recognised Certificate Included | Accredited Online Course | Unlimited 24/7 Lifetime Access| 50 CPD Hours,https://www.reed.co.uk/courses/criminology-and-profiling-course-cpd-certified/78731#/courses/discount?sortby=MostPopular,International Open Academy,779,779 students purchased this course,10.0,119.0,yes,The CPD Certification Service,no,no,missing,50 CPD points / hours,missing
241518,Motorbike Maintenance Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/motorbike-maintenance-course/241518#/courses/discount?sortby=MostPopular,Course Gate,352,352 students purchased this course,10.0,175.0,no,missing,no,no,missing,missing,missing
212982,Social Media Marketing ,Social Media Marketing Level 3 Endorsed by ABC Awards | CPD Accredited Certificate with 40 CPD points,https://www.reed.co.uk/courses/social-media-marketing/212982#/courses/discount?sortby=MostPopular,CPD Courses,424,424 students purchased this course,10.0,395.0,yes,ABC Awards,yes,no,ABC Awards,Level 3 Certificate Social Media Marketing  (Certificate of achievement),3.0
267738,Digital Marketing,Digital Marketing Advanced Level 6 Endorsed from Training Qualifications UK,https://www.reed.co.uk/courses/digital-marketing/267738#/courses/discount?sortby=MostPopular,Inspire London College Ltd,98,98 students purchased this course,35.0,795.0,no,Training Qualifications UK Ltd,yes,no,Training Qualifications UK Ltd,Level 6 Diploma Digital Marketing (Endorsed Diploma),6.0
237348,Speech Therapist and SEN Teaching Assistant Course - CPD Accredited,CPD Accredited Course | Full Tutor Support | Instant Result | No hidden fees,https://www.reed.co.uk/courses/speech-therapist-and-sen-teaching-assistant-course-cpd-accredited/237348#/courses/discount?sortby=MostPopular,One Education,726,726 students purchased this course,10.0,199.0,yes,CPD Accreditation Group,no,no,missing,20 CPD points / hours,missing
98736,Microsoft Excel – Beginner Course - CPD Accredited,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/microsoft-excel--beginner-course-cpd-accredited/98736#/courses/discount?sortby=MostPopular,Be-a.co.uk,2281,"2,281 students purchased this course",12.0,199.0,yes,The CPD Certification Service,no,no,missing,15 CPD points / hours,missing
98741,Pet First Aid Certificate - CPD Certified ,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/pet-first-aid-certificate-cpd-certified/98741#/courses/discount?sortby=MostPopular,Be-a.co.uk,805,805 students purchased this course,14.0,99.0,yes,The CPD Certification Service,no,no,missing,3 CPD points / hours,missing
176029,Award in Education and Training (A.E.T.) Level 3 Pearson BTEC Qualification,Pearson BTEC Level 3 Award in Education and Training + Level 3 Coaching and Mentoring |Tutor support ,https://www.reed.co.uk/courses/award-in-education-and-training-aet-level-3-pearson-btec-qualification/176029#/courses/discount?sortby=MostPopular,Study365,723,723 students purchased this course,29.0,399.0,no,Ofqual,yes,yes,Edexcel,Level 3 Award in Education and Training (QCF),3.0
77000,Pet First Aid and CPR - CPD Certified,Expert Animal Training | Internationally Accredited | Certificate Included | Lifetime Access,https://www.reed.co.uk/courses/pet-first-aid-and-cpr-cpd-certified/77000#/courses/discount?sortby=MostPopular,Holly and Hugo,574,574 students purchased this course,12.0,119.0,yes,The CPD Certification Service,no,no,missing,30 CPD points / hours,missing
97896,Accountancy ,Accountancy Diploma Level 5 Endorsed by ABC Awards I Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/accountancy/97896#/courses/discount?sortby=MostPopular,Oxford Home Study College,216,216 students purchased this course,10.0,740.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Accountancy (Certificate of Achievement),5.0
201385,Nutrition - Diploma,Diet and Nutrition Level 5 Endorsed by ABC Awards | CPD Accredited Certificate | 150 CPD Points/Credits,https://www.reed.co.uk/courses/nutrition-diploma/201385#/courses/discount?sortby=MostPopular,CPD Courses,443,443 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Diet and Nutrition (Endorsed Certificate),5.0
228006,Business Management - Course,Business Management Level 5 Diploma endorsed by ABC Awards |Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/business-management-course/228006#/courses/discount?sortby=MostPopular,Brentwood Open learning College,648,648 students purchased this course,10.0,760.0,no,ABC Awards,yes,no,ABC Awards,Level 5 Diploma Business Management (Certificate of Achievement),5.0
