courseId,courseTitle,subTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,cpdAccreditedBy,haveProfQual,isRegulated
266528,Certificate in Child Care and Early Learning – Level 3,Certificate in Child Care and Early Learning – Level 3,https://www.reed.co.uk/courses/certificate-in-child-care-and-early-learning--level-3/266528#/courses/discount?sortby=MostPopular,Study365,175,175 students purchased this course,12.0,79.0,no,ABC Awards,yes,no
24314,PRINCE2® Foundation & Practitioner with both Exams (Award-Winning Course),Includes Lean Six Sigma Green Belt course & PRINCE2® Foundation & Practitioner Exams,https://www.reed.co.uk/courses/prince2-foundation-practitioner-with-both-exams-award-winning-course/24314#/courses/discount?sortby=MostPopular,e-Careers,7143,"7,143 students enquired about this course",495.0,845.0,no,PEOPLECERT),yes,no
196928,Life Coaching,Life Coaching Level 5 Advanced Diploma endorsed by ABC Awards | Tutor Support and Assessments included in Course Price,https://www.reed.co.uk/courses/life-coaching/196928#/courses/discount?sortby=MostPopular,Oxford Home Study College,1317,"1,317 students purchased this course",10.0,740.0,no,ABC Awards,yes,no
230387,HR Management,HR Management Level 7 | Endorsed by ABC Awards | CPD Accredited Certificate | 210 CPD Credits/Points,https://www.reed.co.uk/courses/hr-management/230387#/courses/discount?sortby=MostPopular,CPD Courses,971,971 students purchased this course,15.0,1050.0,yes,ABC Awards,yes,no
237269,Digital Marketing Diploma,Digital Marketing Advanced Level 5 Endorsed by ABC Awards I Tutor support & Assessments included in the course price ,https://www.reed.co.uk/courses/digital-marketing-diploma/237269#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1514,"1,514 students purchased this course",10.0,760.0,no,ABC Awards,yes,no
197569,Construction Management ,Construction Management Diploma Level 7 Endorsed by ABC Awards | 200 CPD Points| CPD Accredited Certificate,https://www.reed.co.uk/courses/construction-management/197569#/courses/discount?sortby=MostPopular,CPD Courses,400,400 students purchased this course,15.0,1100.0,yes,ABC Awards,yes,no
239834,Internal Audit Skills Training Course - CPD Accredited,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/internal-audit-skills-training-course-cpd-accredited/239834#/courses/discount?sortby=MostPopular,Course Gate,567,567 students purchased this course,10.0,175.0,yes,CPD Accreditation Group,no,no
77763,Estate Agent Diploma Level 3 - CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/estate-agent-diploma-level-3-cpd-certified/77763#/courses/discount?sortby=MostPopular,Be-a.co.uk,4934,"4,934 students purchased this course",44.0,299.0,yes,The CPD Certification Service,no,no
211146,Train the Trainer,"Train the Trainer Level 5  Diploma, Endorsed by ABC Awards | CPD Accredited Certificate | 100 CPD Points/Credits.",https://www.reed.co.uk/courses/train-the-trainer/211146#/courses/discount?sortby=MostPopular,CPD Courses,428,428 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no
233863,120 hours TEFL (TESOL) Masterclass,Level 3 Endorsed Diploma by TQUK | 40 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/120-hours-tefl-tesol-masterclass/233863#/courses/discount?sortby=MostPopular,One Education,669,669 students purchased this course,14.0,199.0,yes,Training Qualifications UK Ltd,yes,no
97418,Diet and Nutrition Advanced Diploma Level 5,Diet and Nutrition Level 5 Endorsed by ABC Awards | Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/diet-and-nutrition-advanced-diploma-level-5/97418#/courses/discount?sortby=MostPopular,Brentwood Open learning College,1092,"1,092 students purchased this course",10.0,760.0,no,ABC Awards,yes,no
196942,PRINCE2® Foundation and Practitioner 6th Edition e-learning with Foundation Exam,Accredited Foundation Exam included,https://www.reed.co.uk/courses/prince2-foundation-and-practitioner-6th-edition-e-learning-with-foundation-exam/196942#/courses/discount?sortby=MostPopular,Balance Global,1434,"1,434 students enquired about this course",259.0,549.0,no,PEOPLECERT),yes,no
187744,Make-Up Artistry Course (Professional Make Up Artist)  - CPD Certified ,Accredited Online Course | Recognised Certificate Included | Unlimited 24/7 Lifetime Access |Special Offer,https://www.reed.co.uk/courses/make-up-artistry-course-professional-make-up-artist-cpd-certified/187744#/courses/discount?sortby=MostPopular,International Open Academy,498,498 students purchased this course,12.0,299.0,yes,The CPD Certification Service,no,no
238184,Diploma in Social Work Studies - Level 3,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/diploma-in-social-work-studies-level-3/238184#/courses/discount?sortby=MostPopular,1 Training,359,359 students purchased this course,10.0,399.0,yes,The CPD Certification Service,no,no
196422,Safeguarding Children Level 2 – Online Training Course – NHS Health & Care - UK Accredited,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/safeguarding-children-level-2--online-training-course--nhs-health-care-uk-accredited/196422#/courses/discount?sortby=MostPopular,Mandatory Compliance,1110,"1,110 students purchased this course",12.0,19.99,yes,The CPD Certification Service,no,no
239091,Estate Agent and Property Management Training - CPD Certified,CPD approved training provider II Certificate Included,https://www.reed.co.uk/courses/estate-agent-and-property-management-training-cpd-certified/239091#/courses/discount?sortby=MostPopular,Janets,568,568 students purchased this course,10.0,249.0,yes,The CPD Group,no,no
260391,Diet and Nutrition Diploma + Personal Training & Fitness Instructor Course,Get 2 Certification in 1 Course. Professional Certificate Endorsed by ABC Awards + CPD Certificate. Tutor Support,https://www.reed.co.uk/courses/diet-and-nutrition-diploma--personal-training-fitness-instructor-course/260391#/courses/discount?sortby=MostPopular,Course Gate,241,241 students purchased this course,14.0,300.0,yes,ABC Awards,yes,no
56913,Nail Technician Online Diploma - CPD Certified – Only £39! ,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/nail-technician-online-diploma-cpd-certified--only-39/56913#/courses/discount?sortby=MostPopular,Be-a.co.uk,1797,"1,797 students purchased this course",39.0,299.0,yes,The CPD Certification Service,no,no
201436,Operations Management,Operations Management (Level 7). Endorsed by ABC Awards | 200 CPD Points | CPD Accredited Certificate,https://www.reed.co.uk/courses/operations-management/201436#/courses/discount?sortby=MostPopular,CPD Courses,395,395 students purchased this course,10.0,1050.0,yes,ABC Awards,yes,no
267040,GDPR Training Course,Certificate included I CPD Certified I RoSPA approved I Audio visual training,https://www.reed.co.uk/courses/gdpr-training-course/267040#/courses/discount?sortby=MostPopular,Training Express Ltd,186,186 students purchased this course,10.0,30.0,yes,The CPD Certification Service,no,no
264454,PAT - Portable Appliance Testing Training Course,Certificate included I CPD Certified I RoSPA approved member I Audio visual training,https://www.reed.co.uk/courses/pat-portable-appliance-testing-training-course/264454#/courses/discount?sortby=MostPopular,Training Express Ltd,104,104 students purchased this course,12.0,55.0,yes,The CPD Certification Service,no,no
74821,The Ultimate Microsoft Excel Bootcamp,"Best Selling Bundle - Excel, Advanced Excel, PivotTables and Business Analysis (2019 Excel Version Available)",https://www.reed.co.uk/courses/the-ultimate-microsoft-excel-bootcamp/74821#/courses/discount?sortby=MostPopular,Excel with Business,4536,"4,536 students purchased this course",39.0,199.0,yes,The CPD Certification Service,no,no
55501,Pet Sitting and Dog Walking Course – CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/pet-sitting-and-dog-walking-course--cpd-certified/55501#/courses/discount?sortby=MostPopular,Be-a.co.uk,1886,"1,886 students purchased this course",39.0,299.0,yes,The CPD Certification Service,no,no
196426,Safeguarding Vulnerable Adults Level 3 – Online Training Course – UK CPD Accredited,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/safeguarding-vulnerable-adults-level-3--online-training-course--uk-cpd-accredited/196426#/courses/discount?sortby=MostPopular,Mandatory Compliance,2046,"2,046 students purchased this course",15.0,24.99,yes,The CPD Certification Service,no,no
266270,Leadership & Management,Quiz Based  ll Level 7 Diploma ll Leadership and Management ll Endorsed by TQUK,https://www.reed.co.uk/courses/leadership-management/266270#/courses/discount?sortby=MostPopular,Inspire London College Ltd,246,246 students purchased this course,10.0,995.0,no,Training Qualifications UK Ltd,yes,no
246722,Level 3 Award in Education and Training - AET (Formerly PTLLS),Awarded by TQUK I Ofqual Regulated I Free PDF Book by Ann Gravells I Full Tutor Support I 12 Months Access,https://www.reed.co.uk/courses/level-3-award-in-education-and-training-aet-formerly-ptlls/246722#/courses/discount?sortby=MostPopular,One Education,661,661 students purchased this course,10.0,399.0,no,Ofqual,yes,yes
237280,Microsoft Excel Ultimate 5 Courses Bundle with 100+ Exclusive Excel Templates,Level 5 Endorsed Diploma by TQUK | 40 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/microsoft-excel-ultimate-5-courses-bundle-with-100-exclusive-excel-templates/237280#/courses/discount?sortby=MostPopular,One Education,1427,"1,427 students purchased this course",16.0,199.0,yes,Training Qualifications UK Ltd,yes,no
78731,Criminology and Profiling Course - CPD Certified,Recognised Certificate Included | Accredited Online Course | Unlimited 24/7 Lifetime Access| 50 CPD Hours,https://www.reed.co.uk/courses/criminology-and-profiling-course-cpd-certified/78731#/courses/discount?sortby=MostPopular,International Open Academy,786,786 students purchased this course,10.0,119.0,yes,The CPD Certification Service,no,no
197478,Construction Management - Course ,Construction Management Diploma Level 5 Endorsed by ABC Awards | 130 CPD Points| CPD Accredited Certificate,https://www.reed.co.uk/courses/construction-management-course/197478#/courses/discount?sortby=MostPopular,CPD Courses,452,452 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no
233696,UK Employment Law,Level 5 Endorsed Diploma by TQUK | 20 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/uk-employment-law/233696#/courses/discount?sortby=MostPopular,One Education,1248,"1,248 students purchased this course",14.0,199.0,yes,Training Qualifications UK Ltd,yes,no
57538,"Sage 50 Accounts Course - Level 1, 2 & 3",Summary,https://www.reed.co.uk/courses/sage-50-accounts-course-level-1-2-3/57538#/courses/discount?sortby=MostPopular,Oplex Careers,3536,"3,536 students purchased this course",24.0,399.99,yes,The CPD Certification Service,no,no
237348,Speech Therapist and SEN Teaching Assistant Course - CPD Accredited,CPD Accredited Course | Full Tutor Support | Instant Result | No hidden fees,https://www.reed.co.uk/courses/speech-therapist-and-sen-teaching-assistant-course-cpd-accredited/237348#/courses/discount?sortby=MostPopular,One Education,734,734 students purchased this course,10.0,199.0,yes,CPD Accreditation Group,no,no
244242,Leadership & Management ,Leadership and Management Level 5 endorsed by ABC Awards |Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/leadership-management/244242#/courses/discount?sortby=MostPopular,Brentwood Open learning College,3467,"3,467 students purchased this course",10.0,760.0,no,ABC Awards,yes,no
116060,Physiotherapy Assistant - CPD Certified ,Accredited Online Course | Recognised Certificate Included | Unlimited 24/7 Lifetime Access |Special Offer,https://www.reed.co.uk/courses/physiotherapy-assistant-cpd-certified/116060#/courses/discount?sortby=MostPopular,International Open Academy,687,687 students purchased this course,10.0,119.0,yes,The CPD Certification Service,no,no
266089,Proofreading Basics,Professional Proofreading Course Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/proofreading-basics/266089#/courses/discount?sortby=MostPopular,Course Gate,204,204 students purchased this course,10.0,300.0,no,ABC Awards,yes,no
238070,Diploma in Special Education Needs (SEN) ,Exam Included in Price | CPD & IAP Accredited | Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/diploma-in-special-education-needs-sen/238070#/courses/discount?sortby=MostPopular,1 Training,433,433 students purchased this course,10.0,399.0,yes,The CPD Certification Service,no,no
218308,Life Coaching Diploma - CPD Certified,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/life-coaching-diploma-cpd-certified/218308#/courses/discount?sortby=MostPopular,Be-a.co.uk,1227,"1,227 students purchased this course",10.0,299.0,no,missing,no,no
247238,Operations Management Level 7,Level 7 Diploma in Operations Management ll Quiz Based Diploma ll TQUK Endorsed Professional Diploma,https://www.reed.co.uk/courses/operations-management-level-7/247238#/courses/discount?sortby=MostPopular,Inspire London College Ltd,173,173 students purchased this course,10.0,995.0,no,Training Qualifications UK Ltd,yes,no
267738,Digital Marketing,Digital Marketing Advanced Level 6 Endorsed from Training Qualifications UK,https://www.reed.co.uk/courses/digital-marketing/267738#/courses/discount?sortby=MostPopular,Inspire London College Ltd,101,101 students purchased this course,35.0,795.0,no,Training Qualifications UK Ltd,yes,no
264825,SEN Teaching Diploma Level 5,Professional SEN Teaching Diploma Endorsed by ABC Awards I Exam Included I MCQ based assessment I Tutor Support,https://www.reed.co.uk/courses/sen-teaching-diploma-level-5/264825#/courses/discount?sortby=MostPopular,Course Gate,153,153 students purchased this course,17.0,300.0,no,ABC Awards,yes,no
202168,Life Coaching,Life Coaching Advanced Level 5 Diploma Endorsed by ABC Awards | Accredited CPD Certificate | 90 CPD Points.,https://www.reed.co.uk/courses/life-coaching/202168#/courses/discount?sortby=MostPopular,CPD Courses,392,392 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no
73032,The Complete Web Development Course,£120 web hosting voucher offered|Student Support | Lifetime access | Exam | Full Certificate,https://www.reed.co.uk/courses/the-complete-web-development-course/73032#/courses/discount?sortby=MostPopular,Development Island Ltd,4924,"4,924 students purchased this course",10.0,500.0,no,missing,no,no
241518,Motorbike Maintenance Course,Exam Included . CPD Accredited Qualification . Lifetime access . Immediate Result,https://www.reed.co.uk/courses/motorbike-maintenance-course/241518#/courses/discount?sortby=MostPopular,Course Gate,358,358 students purchased this course,10.0,175.0,no,missing,no,no
201385,Nutrition - Diploma,Diet and Nutrition Level 5 Endorsed by ABC Awards | CPD Accredited Certificate | 150 CPD Points/Credits,https://www.reed.co.uk/courses/nutrition-diploma/201385#/courses/discount?sortby=MostPopular,CPD Courses,449,449 students purchased this course,10.0,760.0,yes,ABC Awards,yes,no
228006,Business Management - Course,Business Management Level 5 Diploma endorsed by ABC Awards |Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/business-management-course/228006#/courses/discount?sortby=MostPopular,Brentwood Open learning College,652,652 students purchased this course,10.0,760.0,no,ABC Awards,yes,no
250197,Food Hygiene for Catering Level 2,Online CPD course covering legislation relating to catering and how to practice good hygiene within the kitchen.,https://www.reed.co.uk/courses/food-hygiene-for-catering-level-2/250197#/courses/discount?sortby=MostPopular,CPD Online College,152,152 students purchased this course,11.5,30.0,yes,The CPD Certification Service,no,no
218311,Touch Typing and Shorthand Certificate - CPD Accredited,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/touch-typing-and-shorthand-certificate-cpd-accredited/218311#/courses/discount?sortby=MostPopular,Be-a.co.uk,692,692 students purchased this course,14.0,99.0,no,missing,no,no
228712,Minute Taking Course - CPD Certified,CPD Approved Training II Instant Access II Flexible Study II Free e-certificate included,https://www.reed.co.uk/courses/minute-taking-course-cpd-certified/228712#/courses/discount?sortby=MostPopular,Janets,606,606 students purchased this course,10.0,229.0,yes,The CPD Group,no,no
97896,Accountancy ,Accountancy Diploma Level 5 Endorsed by ABC Awards I Tutor Support and Assessments included in the Course Price,https://www.reed.co.uk/courses/accountancy/97896#/courses/discount?sortby=MostPopular,Oxford Home Study College,219,219 students purchased this course,10.0,740.0,no,ABC Awards,yes,no
131479,Level 3 Award in Education and Training - BTEC AET (Formerly PTLLS),Pearson | BTEC | Ofqual Regulated |Tutor Support |Free Career Support Service | Unlimited 12 months access,https://www.reed.co.uk/courses/level-3-award-in-education-and-training-btec-aet-formerly-ptlls/131479#/courses/discount?sortby=MostPopular,1 Training,744,744 students purchased this course,10.0,299.0,no,Ofqual,yes,yes
196411,Mental Health Awareness Level 1 – CPD Certified - Online Training Course,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/mental-health-awareness-level-1--cpd-certified-online-training-course/196411#/courses/discount?sortby=MostPopular,Mandatory Compliance,78,78 students purchased this course,10.0,14.99,yes,The CPD Certification Service,no,no
67040,Anti-Money Laundering Course - Level 3 CPD Accredited ,Summary,https://www.reed.co.uk/courses/anti-money-laundering-course-level-3-cpd-accredited/67040#/courses/discount?sortby=MostPopular,Oplex Careers,2687,"2,687 students purchased this course",12.0,249.99,yes,The CPD Certification Service,no,no
239173,HR and Payroll Administrator Course,Level 7 Endorsed Diploma by TQUK | 10 CPD Points I MCQ Based Assessment | Full Tutor Support | Instant Result,https://www.reed.co.uk/courses/hr-and-payroll-administrator-course/239173#/courses/discount?sortby=MostPopular,One Education,762,762 students purchased this course,14.0,199.0,yes,Training Qualifications UK Ltd,yes,no
98741,Pet First Aid Certificate - CPD Certified ,Student Discount Card Eligible | Lifetime Access | Online certified training |Online certificate and exam included,https://www.reed.co.uk/courses/pet-first-aid-certificate-cpd-certified/98741#/courses/discount?sortby=MostPopular,Be-a.co.uk,805,805 students purchased this course,14.0,99.0,yes,The CPD Certification Service,no,no
124721,Sage 50 Training,Computerised Accounting |Exam Included in Price | CPD & IAP Accredited | Free Microsoft Excel 2016 - Intermediate  ,https://www.reed.co.uk/courses/sage-50-training/124721#/courses/discount?sortby=MostPopular,1 Training,1068,"1,068 students purchased this course",10.0,349.0,yes,The CPD Certification Service,no,no
197518,Event Management Course,Event Management Diploma Level 4 Endorsed by ABC Awards | CPD Accredited Certificate | 60 CPD Points/Credits,https://www.reed.co.uk/courses/event-management-course/197518#/courses/discount?sortby=MostPopular,CPD Courses,896,896 students purchased this course,10.0,560.0,yes,ABC Awards,yes,no
77000,Pet First Aid and CPR - CPD Certified,Expert Animal Training | Internationally Accredited | Certificate Included | Lifetime Access,https://www.reed.co.uk/courses/pet-first-aid-and-cpr-cpd-certified/77000#/courses/discount?sortby=MostPopular,Holly and Hugo,576,576 students purchased this course,12.0,119.0,yes,The CPD Certification Service,no,no
78740,120 hour TEFL (TESOL) Certificate - CPD & TQUK Accredited,Recognized Certificate Included | Accredited TEFL/TESOL Online Course | Unlimited 24/7 Lifetime Access,https://www.reed.co.uk/courses/120-hour-tefl-tesol-certificate-cpd-tquk-accredited/78740#/courses/discount?sortby=MostPopular,International Open Academy,1387,"1,387 students purchased this course",19.0,119.0,yes,The CPD Certification Service,no,no
176029,Award in Education and Training (A.E.T.) Level 3 Pearson BTEC Qualification,Pearson BTEC Level 3 Award in Education and Training + Level 3 Coaching and Mentoring |Tutor support ,https://www.reed.co.uk/courses/award-in-education-and-training-aet-level-3-pearson-btec-qualification/176029#/courses/discount?sortby=MostPopular,Study365,724,724 students purchased this course,29.0,399.0,no,Ofqual,yes,yes
247204,Train the Trainer,Level 5 Diploma in Train the Trainer ll Online Endorsed Diploma by (TQUK ) ll Quiz Based Assessment Included,https://www.reed.co.uk/courses/train-the-trainer/247204#/courses/discount?sortby=MostPopular,Inspire London College Ltd,236,236 students purchased this course,10.0,695.0,no,Training Qualifications UK Ltd,yes,no
207082,First Aid at Work,45 minute online CPD accredited First Aid at Work course with completion certificate,https://www.reed.co.uk/courses/first-aid-at-work/207082#/courses/discount?sortby=MostPopular,ECHO3 EDUCATION LIMITED,477,477 students purchased this course,12.0,25.0,yes,The CPD Certification Service,no,no
212982,Social Media Marketing ,Social Media Marketing Level 3 Endorsed by ABC Awards | CPD Accredited Certificate with 40 CPD points,https://www.reed.co.uk/courses/social-media-marketing/212982#/courses/discount?sortby=MostPopular,CPD Courses,425,425 students purchased this course,10.0,395.0,yes,ABC Awards,yes,no
268089,First Aid,Level 3 Certificate in First Aid at Work l CPD Accredited Certificate l 20 CPD Credits / Points,https://www.reed.co.uk/courses/first-aid/268089#/courses/discount?sortby=MostPopular,UK Professional Development Academy LTD,52,52 students purchased this course,12.0,450.0,yes,Step Ahead CPD Qualifications,no,no
192167,Bookkeeping & Accounting | AAT Level 2 (Foundation) Certificate in Bookkeeping,Invest in yourself | Save 15% on your AAT course this March,https://www.reed.co.uk/courses/bookkeeping-accounting--aat-level-2-foundation-certificate-in-bookkeeping/192167#/courses/discount?sortby=MostPopular,ICS Learn,738,738 students enquired about this course,293.0,345.0,no,Ofqual,yes,yes
247208,Leadership & Management Diploma,Level 5 Diploma in Leadership & Management II Endorsed Diploma by TQUK ll Quiz Based Assessments Included in the price,https://www.reed.co.uk/courses/leadership-management-diploma/247208#/courses/discount?sortby=MostPopular,Inspire London College Ltd,458,458 students purchased this course,10.0,695.0,no,Training Qualifications UK Ltd,yes,no
245355,Criminology Diploma - 3 CPD Accredited Courses ,"Accredited Criminology, Forensic Science & Criminal Psychology Courses | Recognised Certificate Included | 24/7 Access",https://www.reed.co.uk/courses/criminology-diploma-3-cpd-accredited-courses/245355#/courses/discount?sortby=MostPopular,International Open Academy,146,146 students purchased this course,39.0,337.0,yes,The CPD Certification Service,no,no
204716,Marketing - Course,Marketing in Business (Level 7) Endorsed by ABC Awards | CPD Accredited Certificate | 220 CPD Points,https://www.reed.co.uk/courses/marketing-course/204716#/courses/discount?sortby=MostPopular,CPD Courses,105,105 students purchased this course,15.0,1050.0,yes,ABC Awards,yes,no
264599,Building Surveyor Training - CPD Accredited,Exam Is Included With The Course Price | Tutor Support | Instant Result | No Hidden Fees | 12 Months Access,https://www.reed.co.uk/courses/building-surveyor-training-cpd-accredited/264599#/courses/discount?sortby=MostPopular,One Education,219,219 students purchased this course,14.0,199.0,yes,CPD Accreditation Group,no,no
224239,Fire Marshal Level 3 – CPD Certified - Online Training Course,Instant Access | Includes Assessment & Certificate | UK CPD Accredited | Instant Certificate Download,https://www.reed.co.uk/courses/fire-marshal-level-3--cpd-certified-online-training-course/224239#/courses/discount?sortby=MostPopular,Mandatory Compliance,567,567 students purchased this course,15.0,24.99,yes,The CPD Certification Service,no,no
