courseId,courseTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,haveProfQual,isRegulated,awrBodyName,awrBodyQualName
255188,Interior Design Course Level 5,https://www.reed.co.uk/courses/interior-design-course-level-5/255188#/courses/discount?pageno=4&sortby=MostPopular,Course Gate,106,106 students purchased this course,12.0,300.0,no,yes,no,ABC Awards,Level 5 Diploma Interior Design (Certificate of Achievement)
255813,Diploma in Mental Health Awareness - Level 2,https://www.reed.co.uk/courses/diploma-in-mental-health-awareness-level-2/255813#/courses/discount?pageno=4&sortby=MostPopular,South London College,59,59 students purchased this course,39.0,299.0,no,yes,no,ABC Awards,Level 2 Diploma in Mental Health Awareness
262144,Mental Health Awareness Bundle,https://www.reed.co.uk/courses/mental-health-awareness-bundle/262144#/courses/discount?pageno=4&sortby=MostPopular,South London College,45,45 students purchased this course,59.0,399.0,no,yes,no,missing,Level 3 Diploma In Mental Health Awareness
266546,ChildCare,https://www.reed.co.uk/courses/childcare/266546#/courses/discount?pageno=4&sortby=MostPopular,UK Professional Development Academy LTD,47,47 students purchased this course,10.0,595.0,yes,no,no,missing,missing
267230,"Heating, Ventilation & Air Conditioning (HVAC) Technician - CPD Accredited",https://www.reed.co.uk/courses/heating-ventilation-air-conditioning-hvac-technician-cpd-accredited/267230#/courses/discount?pageno=4&sortby=MostPopular,One Education,32,32 students purchased this course,14.0,199.0,yes,no,no,missing,missing
227018,HR Management,https://www.reed.co.uk/courses/hr-management/227018#/courses/discount?pageno=4&sortby=MostPopular,Brentwood Open learning College,447,447 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma HR Management (Certificate of Achievement)
229269,Coaching & Mentoring ,https://www.reed.co.uk/courses/coaching-mentoring/229269#/courses/discount?pageno=4&sortby=MostPopular,UK Professional Development Academy LTD,92,92 students purchased this course,30.0,750.0,yes,no,no,missing,missing
233166,Adult Nursing Training ,https://www.reed.co.uk/courses/adult-nursing-training/233166#/courses/discount?pageno=4&sortby=MostPopular,Global Edulink,80,80 students purchased this course,10.0,199.0,yes,no,no,missing,missing
239207,Property Development and Management Course,https://www.reed.co.uk/courses/property-development-and-management-course/239207#/courses/discount?pageno=4&sortby=MostPopular,Janets,162,162 students purchased this course,16.0,309.0,no,no,no,missing,missing
77043,Cocktail Training and Menu Creation - CPD Certified,https://www.reed.co.uk/courses/cocktail-training-and-menu-creation-cpd-certified/77043#/courses/discount?pageno=4&sortby=MostPopular,Eventtrix,252,252 students purchased this course,12.0,119.0,yes,no,no,missing,missing
81790,Microsoft Office Essential Skills,https://www.reed.co.uk/courses/microsoft-office-essential-skills/81790#/courses/discount?pageno=4&sortby=MostPopular,OfCourse,439,439 students purchased this course,19.0,52.0,no,no,no,missing,missing
97918,Interior Design Advanced Diploma Level 5,https://www.reed.co.uk/courses/interior-design-advanced-diploma-level-5/97918#/courses/discount?pageno=4&sortby=MostPopular,Oxford Home Study College,314,314 students purchased this course,19.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Interior Design (Certificate of Achievement)
192046,Introduction to Midwifery Certificate  - CPD Accredited,https://www.reed.co.uk/courses/introduction-to-midwifery-certificate-cpd-accredited/192046#/courses/discount?pageno=4&sortby=MostPopular,Be-a.co.uk,288,288 students purchased this course,24.0,299.0,yes,no,no,missing,missing
196768,"Food Safety Bundle - Food Safety, Food Allergens & HACCP Courses",https://www.reed.co.uk/courses/food-safety-bundle-food-safety-food-allergens-haccp-courses/196768#/courses/discount?pageno=4&sortby=MostPopular,The Training Terminal,186,186 students purchased this course,19.0,90.0,yes,no,no,missing,missing
199209,CMI Level 7 Diploma in Strategic Management and Leadership ,https://www.reed.co.uk/courses/cmi-level-7-diploma-in-strategic-management-and-leadership/199209#/courses/discount?pageno=4&sortby=MostPopular,"School of Business, London",0,255 students enquired about this course,826.56,2066.4,no,yes,yes,Chartered Management Institute,Level 7 Diploma in Strategic Management and Leadership (QCF)
256353,Change Management ,https://www.reed.co.uk/courses/change-management/256353#/courses/discount?pageno=4&sortby=MostPopular,UK Professional Development Academy LTD,48,48 students purchased this course,14.0,595.0,yes,no,no,missing,missing
219450,Microsoft Excel,https://www.reed.co.uk/courses/microsoft-excel/219450#/courses/discount?pageno=4&sortby=MostPopular,Infinity Learning,188,188 students purchased this course,10.0,149.0,yes,no,no,missing,missing
267093,Corporate Security Guard - CPD Accredited ,https://www.reed.co.uk/courses/corporate-security-guard-cpd-accredited/267093#/courses/discount?pageno=4&sortby=MostPopular,One Education,20,20 students purchased this course,15.0,199.0,yes,no,no,missing,missing
230748,GDPR Certificate– CPD Certified,https://www.reed.co.uk/courses/gdpr-certificate-cpd-certified/230748#/courses/discount?pageno=4&sortby=MostPopular,Be-a.co.uk,0,"1,451 students purchased this course",10.0,299.0,yes,no,no,missing,missing
233140,IT Support Engineer Training - Job Guarantee,https://www.reed.co.uk/courses/it-support-engineer-training-job-guarantee/233140#/courses/discount?pageno=4&sortby=MostPopular,IT Career Switch Ltd,24,24 students purchased this course,595.0,995.0,no,yes,no,CompTIA,CompTIA A+
233188,Diploma in Skin Care Treatments - Level 3,https://www.reed.co.uk/courses/diploma-in-skin-care-treatments-level-3/233188#/courses/discount?pageno=4&sortby=MostPopular,Global Edulink,56,56 students purchased this course,19.0,249.0,yes,no,no,missing,missing
233681,British Cleaning Course - CPD Accredited,https://www.reed.co.uk/courses/british-cleaning-course-cpd-accredited/233681#/courses/discount?pageno=4&sortby=MostPopular,One Education,126,126 students purchased this course,19.0,199.0,yes,no,no,missing,missing
72332,Cognitive Behavioural Therapy (CBT) Training Course,https://www.reed.co.uk/courses/cognitive-behavioural-therapy-cbt-training-course/72332#/courses/discount?pageno=4&sortby=MostPopular,Renaissance Life Therapies of Harley Street London,594,594 students purchased this course,10.0,200.0,yes,no,no,missing,missing
73110,Personal Trainer / Fitness Instructor Course - CPD Certified ,https://www.reed.co.uk/courses/personal-trainer-fitness-instructor-course-cpd-certified/73110#/courses/discount?pageno=4&sortby=MostPopular,Be-a.co.uk,763,763 students purchased this course,69.0,299.0,yes,no,no,missing,missing
76995,Veterinary Support Assistant (VET Assistant) - CPD Certified,https://www.reed.co.uk/courses/veterinary-support-assistant-vet-assistant-cpd-certified/76995#/courses/discount?pageno=4&sortby=MostPopular,Holly and Hugo,251,251 students purchased this course,12.0,119.0,yes,no,no,missing,missing
241703,Construction Management Cost Estimation Diploma,https://www.reed.co.uk/courses/construction-management-cost-estimation-diploma/241703#/courses/discount?pageno=4&sortby=MostPopular,UK Professional Development Academy LTD,76,76 students purchased this course,18.0,495.0,yes,no,no,missing,missing
241940,Social Housing Management - CPD Accredited,https://www.reed.co.uk/courses/social-housing-management-cpd-accredited/241940#/courses/discount?pageno=4&sortby=MostPopular,Course Gate,163,163 students purchased this course,15.0,175.0,yes,no,no,missing,missing
82335,PRINCE2® Practitioner,https://www.reed.co.uk/courses/prince2-practitioner/82335#/courses/discount?pageno=4&sortby=MostPopular,Study365,109,109 students enquired about this course,279.0,499.0,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Practitioner
245679,Introduction to Web Design,https://www.reed.co.uk/courses/introduction-to-web-design/245679#/courses/discount?pageno=4&sortby=MostPopular,1 Training,115,115 students purchased this course,19.0,349.0,yes,no,no,missing,missing
246720,COSHH- RoSPA and CPD accredited course,https://www.reed.co.uk/courses/coshh-rospa-and-cpd-accredited-course/246720#/courses/discount?pageno=4&sortby=MostPopular,Intellelearn,98,98 students purchased this course,17.0,55.0,yes,yes,no,Royal Society for the Prevention of Accidents,Level 2 Certificate
247486,"Microsoft Excel Complete Course - Beginner, Intermediate & Advanced TQUK Endorsed",https://www.reed.co.uk/courses/microsoft-excel-complete-course-beginner-intermediate-advanced-tquk-endorsed/247486#/courses/discount?pageno=4&sortby=MostPopular,Inspire London College Ltd,23,23 students purchased this course,10.0,595.0,no,yes,no,Training Qualifications UK Ltd,"Microsoft Office Specialist (MOS) Microsoft Excel Complete Course - Beginner, Intermediate & Advanced"
192983,Dementia Awareness - Level 1 - Online Course - CPD Accredited,https://www.reed.co.uk/courses/dementia-awareness-level-1-online-course-cpd-accredited/192983#/courses/discount?pageno=4&sortby=MostPopular,Mandatory Training Group,21,21 students purchased this course,12.75,14.99,yes,no,no,missing,missing
197542,Business Management Course,https://www.reed.co.uk/courses/business-management-course/197542#/courses/discount?pageno=4&sortby=MostPopular,CPD Courses,179,179 students purchased this course,10.0,760.0,yes,yes,no,ABC Awards,Level 5 Diploma Business Management (Certificate of achievement)
209595,AgilePM Agile Foundation and Agile Practitioner e-learning with both Accredited Exams,https://www.reed.co.uk/courses/agilepm-agile-foundation-and-agile-practitioner-e-learning-with-both-accredited-exams/209595#/courses/discount?pageno=4&sortby=MostPopular,Balance Global,280,280 students enquired about this course,522.0,700.0,no,yes,no,APM Group Limited,Agile Project Management Certification – Practitioner Level
210245,Medical Coding and Billing,https://www.reed.co.uk/courses/medical-coding-and-billing/210245#/courses/discount?pageno=4&sortby=MostPopular,Study365,84,84 students purchased this course,19.0,199.0,no,no,no,missing,missing
221603,Health and Social Care Course,https://www.reed.co.uk/courses/health-and-social-care-course/221603#/courses/discount?pageno=4&sortby=MostPopular,e-Careers.Lifestyle,28,28 students purchased this course,24.0,200.0,no,no,no,missing,missing
264325,Manual Handling Training,https://www.reed.co.uk/courses/manual-handling-training/264325#/courses/discount?pageno=4&sortby=MostPopular,Training Express Ltd,33,33 students purchased this course,10.0,45.0,yes,no,no,missing,missing
266448,Certificate in Business Law – Level 3,https://www.reed.co.uk/courses/certificate-in-business-law--level-3/266448#/courses/discount?pageno=4&sortby=MostPopular,Study365,23,23 students purchased this course,12.0,79.0,no,yes,no,ABC Awards,Level 3 Certificate In Business Law
228080,Diploma in Beauty Therapy Salon Management,https://www.reed.co.uk/courses/diploma-in-beauty-therapy-salon-management/228080#/courses/discount?pageno=4&sortby=MostPopular,Staff Training Solutions,79,79 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Beauty Therapy (Certificate of Achievement)
230612,IT Administrator Diploma,https://www.reed.co.uk/courses/it-administrator-diploma/230612#/courses/discount?pageno=4&sortby=MostPopular,Janets,169,169 students purchased this course,13.0,289.0,no,no,no,missing,missing
233629,"Sage 50 Accounts 2018 - Level 1, 2 and 3 - CPD Accredited",https://www.reed.co.uk/courses/sage-50-accounts-2018-level-1-2-and-3-cpd-accredited/233629#/courses/discount?pageno=4&sortby=MostPopular,One Education,451,451 students purchased this course,10.0,199.0,yes,no,no,missing,missing
237388,Paralegal Training - CPD Accredited,https://www.reed.co.uk/courses/paralegal-training-cpd-accredited/237388#/courses/discount?pageno=4&sortby=MostPopular,One Education,464,464 students purchased this course,10.0,199.0,yes,no,no,missing,missing
238042,Professional Photography Masterclass,https://www.reed.co.uk/courses/professional-photography-masterclass/238042#/courses/discount?pageno=4&sortby=MostPopular,Course Gate,304,304 students purchased this course,23.0,175.0,no,no,no,missing,missing
238921,Freelance Barber Training - CPD Accredited,https://www.reed.co.uk/courses/freelance-barber-training-cpd-accredited/238921#/courses/discount?pageno=4&sortby=MostPopular,One Education,101,101 students purchased this course,15.0,199.0,yes,no,no,missing,missing
239437,"Makeup Artist, Nail Technician and Hairdressing Course for Beauty Salon",https://www.reed.co.uk/courses/makeup-artist-nail-technician-and-hairdressing-course-for-beauty-salon/239437#/courses/discount?pageno=4&sortby=MostPopular,Janets,66,66 students purchased this course,19.0,309.0,no,no,no,missing,missing
78762,Dog Behavior and Training - CPD Certified,https://www.reed.co.uk/courses/dog-behavior-and-training-cpd-certified/78762#/courses/discount?pageno=4&sortby=MostPopular,Holly and Hugo,232,232 students purchased this course,12.0,119.0,yes,no,no,missing,missing
97924,Risk Management,https://www.reed.co.uk/courses/risk-management/97924#/courses/discount?pageno=4&sortby=MostPopular,Oxford Home Study College,180,180 students purchased this course,10.0,540.0,no,yes,no,ABC Awards,Level 4 Diploma Risk Management (Certificate of Achievement)
98229,HR Management Course,https://www.reed.co.uk/courses/hr-management-course/98229#/courses/discount?pageno=4&sortby=MostPopular,Oxford Home Study College,359,359 students purchased this course,10.0,140.0,no,yes,no,ABC Awards,Level 1 Certificate HR Management (Certificate of Achievement)
125654,Project Management Skills,https://www.reed.co.uk/courses/project-management-skills/125654#/courses/discount?pageno=4&sortby=MostPopular,1 Training,61,61 students purchased this course,10.0,349.0,yes,no,no,missing,missing
129084,Sage 50,https://www.reed.co.uk/courses/sage-50/129084#/courses/discount?pageno=4&sortby=MostPopular,1 Training,200,200 students purchased this course,10.0,349.0,yes,no,no,missing,missing
246606,Food Hygiene Level 2 Award for Catering- Fully GUARANTEED,https://www.reed.co.uk/courses/food-hygiene-level-2-award-for-catering-fully-guaranteed/246606#/courses/discount?pageno=4&sortby=MostPopular,Intellelearn,223,223 students purchased this course,16.0,35.0,yes,yes,no,International Institute of Risk and Safety Management,Level 2 Award in Food Safety in Catering
246931,OTHM Level 7 Diploma in Strategic Management and Leadership,https://www.reed.co.uk/courses/othm-level-7-diploma-in-strategic-management-and-leadership/246931#/courses/discount?pageno=4&sortby=MostPopular,Ascent School of Management London Ltd,179,179 students enquired about this course,744.0,1860.0,no,yes,yes,OTHM Qualifications,Level 7 Diploma in Strategic Management and Leadership (QCF)
188072,Strength and Fitness Training ,https://www.reed.co.uk/courses/strength-and-fitness-training/188072#/courses/discount?pageno=4&sortby=MostPopular,Global Edulink,51,51 students purchased this course,12.0,199.0,yes,no,no,missing,missing
247398,Pass Your Driving Theory Test - Theory Test Preparation & Safety Awareness Training,https://www.reed.co.uk/courses/pass-your-driving-theory-test-theory-test-preparation-safety-awareness-training/247398#/courses/discount?pageno=4&sortby=MostPopular,One Education,35,35 students purchased this course,15.0,199.0,yes,no,no,missing,missing
249341,Hair Extension Course - CPD Accredited,https://www.reed.co.uk/courses/hair-extension-course-cpd-accredited/249341#/courses/discount?pageno=4&sortby=MostPopular,One Education,45,45 students purchased this course,12.0,199.0,yes,no,no,missing,missing
192761,Project Management,https://www.reed.co.uk/courses/project-management/192761#/courses/discount?pageno=4&sortby=MostPopular,Staff Training Solutions,43,43 students purchased this course,15.0,1050.0,no,yes,no,ABC Awards,Level 7 Diploma Project Management Training (Certificate of Achievement)
192992,Safeguarding Children - Level 2 - Online Course - CPD Accredited,https://www.reed.co.uk/courses/safeguarding-children-level-2-online-course-cpd-accredited/192992#/courses/discount?pageno=4&sortby=MostPopular,Mandatory Training Group,241,241 students purchased this course,15.75,19.99,yes,no,no,missing,missing
193126,Payroll for Beginners ,https://www.reed.co.uk/courses/payroll-for-beginners/193126#/courses/discount?pageno=4&sortby=MostPopular,OfCourse,383,383 students purchased this course,19.0,60.0,no,no,no,missing,missing
258640,Retail Management ,https://www.reed.co.uk/courses/retail-management/258640#/courses/discount?pageno=4&sortby=MostPopular,Oxford Home Study College,74,74 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Retail Management (Endorsed Certificate)
259598,Speech and Language Therapy Assistant - CPD Accredited,https://www.reed.co.uk/courses/speech-and-language-therapy-assistant-cpd-accredited/259598#/courses/discount?pageno=4&sortby=MostPopular,One Education,23,23 students purchased this course,15.0,199.0,yes,no,no,missing,missing
259629,British Sign Language Teacher Training Course (Level 1 & 2) - CPD Accredited,https://www.reed.co.uk/courses/british-sign-language-teacher-training-course-level-1-2-cpd-accredited/259629#/courses/discount?pageno=4&sortby=MostPopular,One Education,40,40 students purchased this course,15.0,199.0,yes,no,no,missing,missing
210664,Diploma in Adult Nursing Essentials ,https://www.reed.co.uk/courses/diploma-in-adult-nursing-essentials/210664#/courses/discount?pageno=4&sortby=MostPopular,1 Training,70,70 students purchased this course,12.0,399.0,yes,no,no,missing,missing
266506,TEFL Certification Bundle (120 Hour TEFL + Teaching English Online Course),https://www.reed.co.uk/courses/tefl-certification-bundle-120-hour-tefl--teaching-english-online-course/266506#/courses/discount?pageno=4&sortby=MostPopular,International Open Academy,53,53 students purchased this course,35.0,218.0,yes,no,no,missing,missing
229661,Professional Chef Diploma Level 3 and Hospitality Management Level 2 - CPD Certified,https://www.reed.co.uk/courses/professional-chef-diploma-level-3-and-hospitality-management-level-2-cpd-certified/229661#/courses/discount?pageno=4&sortby=MostPopular,Janets,168,168 students purchased this course,21.0,249.0,yes,no,no,missing,missing
230551,Travel & Tourism Diploma Level 5 ,https://www.reed.co.uk/courses/travel-tourism-diploma-level-5/230551#/courses/discount?pageno=4&sortby=MostPopular,Oxford Home Study College,291,291 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Travel & Tourism (Certificate of Achievement)
234930,Finance and Budgeting Diploma - CPD Accredited,https://www.reed.co.uk/courses/finance-and-budgeting-diploma-cpd-accredited/234930#/courses/discount?pageno=4&sortby=MostPopular,One Education,116,116 students purchased this course,15.0,199.0,yes,no,no,missing,missing
28728,HR Management | Foundation Award CIPD Level 3,https://www.reed.co.uk/courses/hr-management--foundation-award-cipd-level-3/28728#/courses/discount?pageno=4&sortby=MostPopular,ICS Learn,276,276 students enquired about this course,425.0,500.0,no,yes,no,Chartered Institute of Personnel and Development,Level 3 Award in Human Resources Essentials (QCF) Foundation Award CIPD Level 3
238092,Diploma in Aromatherapy - CPD Accredited,https://www.reed.co.uk/courses/diploma-in-aromatherapy-cpd-accredited/238092#/courses/discount?pageno=4&sortby=MostPopular,Course Gate,64,64 students purchased this course,18.0,175.0,yes,no,no,missing,missing
72333,Arts Therapy,https://www.reed.co.uk/courses/arts-therapy/72333#/courses/discount?pageno=4&sortby=MostPopular,Renaissance Life Therapies of Harley Street London,581,581 students purchased this course,10.0,200.0,yes,no,no,missing,missing
244183,Mental Health Awareness Certificate - CPD Certified,https://www.reed.co.uk/courses/mental-health-awareness-certificate-cpd-certified/244183#/courses/discount?pageno=4&sortby=MostPopular,Be-a.co.uk,139,139 students purchased this course,10.0,299.0,yes,no,no,missing,missing
244357,Train the Trainer,https://www.reed.co.uk/courses/train-the-trainer/244357#/courses/discount?pageno=4&sortby=MostPopular,UK Professional Development Academy LTD,116,116 students purchased this course,10.0,595.0,yes,no,no,missing,missing
244468,Microsoft Office - Advanced Microsoft Office 2016 Training,https://www.reed.co.uk/courses/microsoft-office-advanced-microsoft-office-2016-training/244468#/courses/discount?pageno=4&sortby=MostPopular,Global Edulink,71,71 students purchased this course,16.0,399.0,yes,no,no,missing,missing
104513,Criminology Diploma,https://www.reed.co.uk/courses/criminology-diploma/104513#/courses/discount?pageno=4&sortby=MostPopular,Elearn College,408,408 students purchased this course,19.0,199.0,no,no,no,missing,missing
246659,Food Hygiene Level 3 Award in Catering- Fully GUARANTEED,https://www.reed.co.uk/courses/food-hygiene-level-3-award-in-catering-fully-guaranteed/246659#/courses/discount?pageno=4&sortby=MostPopular,Intellelearn,108,108 students purchased this course,57.0,160.0,yes,yes,no,International Institute of Risk and Safety Management,Level 3 Award in Supervising Food Safety in Catering (QCF)
189346,"CeMAP® - Papers 1, 2 & 3",https://www.reed.co.uk/courses/cemap-papers-1-2-3/189346#/courses/discount?pageno=4&sortby=MostPopular,The Knowledge Academy,157,157 students enquired about this course,336.0,499.0,no,no,no,missing,missing
248505,NCFE CACHE Level 3 Award in Health and Social Care with Official Certification,https://www.reed.co.uk/courses/ncfe-cache-level-3-award-in-health-and-social-care-with-official-certification/248505#/courses/discount?pageno=4&sortby=MostPopular,1 Training,46,46 students enquired about this course,249.0,469.0,no,yes,yes,Northern Council for Further Education,Level 3 Award  in Health and Social Care
248534,Level 3 Award in Education and Training - AET (Formerly PTTLS) with Official Exam,https://www.reed.co.uk/courses/level-3-award-in-education-and-training-aet-formerly-pttls-with-official-exam/248534#/courses/discount?pageno=4&sortby=MostPopular,1 Training,93,93 students enquired about this course,159.0,169.0,no,yes,yes,Pearson,Level 3 Award  in Education and Training
250052,Criminal Intelligence Analyst - CPD Accredited,https://www.reed.co.uk/courses/criminal-intelligence-analyst-cpd-accredited/250052#/courses/discount?pageno=4&sortby=MostPopular,One Education,204,204 students purchased this course,17.0,199.0,yes,no,no,missing,missing
250295,Mental Capacity Act CPD,https://www.reed.co.uk/courses/mental-capacity-act-cpd/250295#/courses/discount?pageno=4&sortby=MostPopular,CPD Online College,64,64 students purchased this course,12.0,25.0,yes,no,no,missing,missing
195957,Mastering Psychology ,https://www.reed.co.uk/courses/mastering-psychology/195957#/courses/discount?pageno=4&sortby=MostPopular,Global Edulink,45,45 students purchased this course,19.0,249.0,yes,no,no,missing,missing
251891,Facilities Management Diploma Level 5,https://www.reed.co.uk/courses/facilities-management-diploma-level-5/251891#/courses/discount?pageno=4&sortby=MostPopular,Course Gate,83,83 students purchased this course,10.0,300.0,no,yes,no,ABC Awards,Level 5 Diploma Facilities Management (Certificate of Achievement)
198010,Marketing,https://www.reed.co.uk/courses/marketing/198010#/courses/discount?pageno=4&sortby=MostPopular,CPD Courses,259,259 students purchased this course,10.0,660.0,yes,yes,no,ABC Awards,Level 5 Diploma Marketing (Certificate of achievement)
259583,Phlebotomy Technician Training - CPD Accredited,https://www.reed.co.uk/courses/phlebotomy-technician-training-cpd-accredited/259583#/courses/discount?pageno=4&sortby=MostPopular,Course Gate,56,56 students purchased this course,18.0,175.0,yes,no,no,missing,missing
260864,English for Non-English Speakers - Beginner's Course,https://www.reed.co.uk/courses/english-for-non-english-speakers-beginners-course/260864#/courses/discount?pageno=4&sortby=MostPopular,Simpliv LLC,13,13 students purchased this course,10.0,40.49,no,no,no,missing,missing
216887,Dog Walking - CPD Certified ,https://www.reed.co.uk/courses/dog-walking-cpd-certified/216887#/courses/discount?pageno=4&sortby=MostPopular,Holly and Hugo,238,238 students purchased this course,10.0,99.0,yes,no,no,missing,missing
266305,Office Management and Administration,https://www.reed.co.uk/courses/office-management-and-administration/266305#/courses/discount?pageno=4&sortby=MostPopular,Inspire London College Ltd,40,40 students purchased this course,22.0,995.0,no,yes,no,Training Qualifications UK Ltd,Level 7 Diploma in Office Management and Administration
266996,Domestic Plumbing Course  - CPD Accredited,https://www.reed.co.uk/courses/domestic-plumbing-course-cpd-accredited/266996#/courses/discount?pageno=5&sortby=MostPopular,One Education,22,22 students purchased this course,12.0,199.0,yes,no,no,missing,missing
225876,Six Sigma,https://www.reed.co.uk/courses/six-sigma/225876#/courses/discount?pageno=5&sortby=MostPopular,UK Professional Development Academy LTD,118,118 students purchased this course,10.0,350.0,yes,no,no,missing,missing
267977,Pharmacy Assistant Diploma Level 5,https://www.reed.co.uk/courses/pharmacy-assistant-diploma-level-5/267977#/courses/discount?pageno=5&sortby=MostPopular,Course Gate,13,13 students purchased this course,23.0,300.0,no,yes,no,ABC Awards,Level 5 Diploma Pharmacy Assistant (Certificate of Achievement)
228163,Level 2 Certificate in Cleaning - CPD Certified,https://www.reed.co.uk/courses/level-2-certificate-in-cleaning-cpd-certified/228163#/courses/discount?pageno=5&sortby=MostPopular,Janets,164,164 students purchased this course,21.0,339.0,no,no,no,missing,missing
230626,Security Management Diploma - CPD Certified,https://www.reed.co.uk/courses/security-management-diploma-cpd-certified/230626#/courses/discount?pageno=5&sortby=MostPopular,Janets,83,83 students purchased this course,17.0,269.0,yes,no,no,missing,missing
236913,Bookkeeping - Course,https://www.reed.co.uk/courses/bookkeeping-course/236913#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,101,101 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Bookkeeping Course (Certificate of Achievement)
31685,Social media marketing course (Level 4 Diploma),https://www.reed.co.uk/courses/social-media-marketing-course-level-4-diploma/31685#/courses/discount?pageno=5&sortby=MostPopular,College of Media and Publishing,618,618 students enquired about this course,296.7,494.5,yes,yes,no,ABC Awards,Level 4 Certificate in Social Media Marketing
68257,Assertiveness and Communication Skills Course,https://www.reed.co.uk/courses/assertiveness-and-communication-skills-course/68257#/courses/discount?pageno=5&sortby=MostPopular,Vita Online Limited,276,276 students purchased this course,19.0,199.0,no,no,no,missing,missing
80461,Private Investigating Course,https://www.reed.co.uk/courses/private-investigating-course/80461#/courses/discount?pageno=5&sortby=MostPopular,Vita Online Limited,141,141 students purchased this course,19.0,299.0,no,no,no,missing,missing
82334,PRINCE2® Foundation & Practitioner,https://www.reed.co.uk/courses/prince2-foundation-practitioner/82334#/courses/discount?pageno=5&sortby=MostPopular,Study365,142,142 students enquired about this course,469.0,749.0,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation & Practitioner
97865,Sales and Marketing ,https://www.reed.co.uk/courses/sales-and-marketing/97865#/courses/discount?pageno=5&sortby=MostPopular,Brentwood Open learning College,86,86 students purchased this course,10.0,395.0,no,yes,no,ABC Awards,Level 3 Certificate Sales and Marketing (Certificate of Achievement)
125655,Nannying and Childcare Course ,https://www.reed.co.uk/courses/nannying-and-childcare-course/125655#/courses/discount?pageno=5&sortby=MostPopular,1 Training,189,189 students purchased this course,10.0,349.0,yes,no,no,missing,missing
158943,Become a Freelance Make-Up Artist - CPD Certified,https://www.reed.co.uk/courses/become-a-freelance-make-up-artist-cpd-certified/158943#/courses/discount?pageno=5&sortby=MostPopular,Trendimi,127,127 students purchased this course,12.0,499.0,yes,no,no,missing,missing
188943,Wildlife Rescue and Rehabilitation - CPD Certified,https://www.reed.co.uk/courses/wildlife-rescue-and-rehabilitation-cpd-certified/188943#/courses/discount?pageno=5&sortby=MostPopular,Holly and Hugo,254,254 students purchased this course,12.0,119.0,yes,no,no,missing,missing
248541,PRINCE2® 2017 Foundation and Practitioner with Official Exams Package,https://www.reed.co.uk/courses/prince2-2017-foundation-and-practitioner-with-official-exams-package/248541#/courses/discount?pageno=5&sortby=MostPopular,1 Training,30,30 students enquired about this course,465.0,649.0,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation & Practitioner
195342,First Aid at Work - Level 2,https://www.reed.co.uk/courses/first-aid-at-work-level-2/195342#/courses/discount?pageno=5&sortby=MostPopular,Global Edulink,257,257 students purchased this course,10.0,199.0,yes,no,no,missing,missing
197612,Accountancy,https://www.reed.co.uk/courses/accountancy/197612#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,152,152 students purchased this course,10.0,395.0,yes,yes,no,ABC Awards,Level 3 Certificate Accountancy (Certificate of achievement)
197682,HR Management - Course,https://www.reed.co.uk/courses/hr-management-course/197682#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,100,100 students purchased this course,10.0,760.0,yes,yes,no,ABC Awards,Level 5 Diploma HR Management (Endorsed Certificate)
197984,Beauty Therapy,https://www.reed.co.uk/courses/beauty-therapy/197984#/courses/discount?pageno=5&sortby=MostPopular,CPD Courses,103,103 students purchased this course,15.0,560.0,yes,yes,no,ABC Awards,Level 4 Diploma Beauty Therapy (Certificate of achievement)
254858,Business Data Analysis,https://www.reed.co.uk/courses/business-data-analysis/254858#/courses/discount?pageno=5&sortby=MostPopular,UK Professional Development Academy LTD,65,65 students purchased this course,15.0,595.0,yes,no,no,missing,missing
217809,Paediatric First Aid - Level 2 - Online Course - CPD Accredited,https://www.reed.co.uk/courses/paediatric-first-aid-level-2-online-course-cpd-accredited/217809#/courses/discount?pageno=5&sortby=MostPopular,Mandatory Training Group,132,132 students purchased this course,15.75,19.99,yes,no,no,missing,missing
266157,Medical Receptionist Course - CPD Accredited,https://www.reed.co.uk/courses/medical-receptionist-course-cpd-accredited/266157#/courses/discount?pageno=5&sortby=MostPopular,One Education,45,45 students purchased this course,15.0,199.0,yes,no,no,missing,missing
266447,Certificate in Bookkeeping and Payroll Management - Level 3,https://www.reed.co.uk/courses/certificate-in-bookkeeping-and-payroll-management-level-3/266447#/courses/discount?pageno=5&sortby=MostPopular,Study365,24,24 students purchased this course,12.0,79.0,no,yes,no,ABC Awards,Level 3 Certificate In Bookkeeping and Payroll Mamnagement
