courseId,courseTitle,courseLink,courseProvider,unitSold,soldOrEnq,offerPrice,originalPrice,haveCpd,haveProfQual,isRegulated,awrBodyName,awrBodyQualName
228712,Minute Taking Course - CPD Certified,https://www.reed.co.uk/courses/minute-taking-course-cpd-certified/228712#/courses/discount?sortby=MostPopular,Janets,585,585 students purchased this course,10.0,229.0,yes,no,no,missing,missing
199348,QUALIFI Level 3 Diploma in Health and Social Care,https://www.reed.co.uk/courses/qualifi-level-3-diploma-in-health-and-social-care/199348#/courses/discount?sortby=MostPopular,"School of Business, London",0,263 students enquired about this course,465.57,1330.2,no,yes,yes,Qualifi Ltd,Level 3 Diploma in Health and Social Care (QCF)
260405,Child Psychology Level 5 Advanced Diploma + Advanced Diploma in Child Care,https://www.reed.co.uk/courses/child-psychology-level-5-advanced-diploma--advanced-diploma-in-child-care/260405#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,206,206 students purchased this course,13.0,300.0,yes,yes,no,ABC Awards,Level 5 Diploma Child Psychology (Certificate of Achievement)
266429,Certificate in General Electrical – Level 3,https://www.reed.co.uk/courses/certificate-in-general-electrical--level-3/266429#/courses/discount?pageno=2&sortby=MostPopular,Study365,98,98 students purchased this course,10.0,79.0,no,yes,no,ABC Awards,Level 3 Certificate In General Electrical
228405,Soft Skills Course,https://www.reed.co.uk/courses/soft-skills-course/228405#/courses/discount?pageno=2&sortby=MostPopular,UK Professional Development Academy LTD,3,3 students purchased this course,10.0,350.0,yes,no,no,missing,missing
230346,Diploma in Professional Chef - CPD Certified,https://www.reed.co.uk/courses/diploma-in-professional-chef-cpd-certified/230346#/courses/discount?pageno=2&sortby=MostPopular,Janets,248,248 students purchased this course,21.0,299.0,yes,no,no,missing,missing
241409,Social Media Marketing for Business,https://www.reed.co.uk/courses/social-media-marketing-for-business/241409#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,229,229 students purchased this course,15.0,175.0,no,no,no,missing,missing
259203,Payroll Administrator Training - CPD Accredited,https://www.reed.co.uk/courses/payroll-administrator-training-cpd-accredited/259203#/courses/discount?pageno=2&sortby=MostPopular,One Education,182,182 students purchased this course,15.0,199.0,yes,no,no,missing,missing
264315,Food Hygiene and Safety Level 2,https://www.reed.co.uk/courses/food-hygiene-and-safety-level-2/264315#/courses/discount?pageno=2&sortby=MostPopular,Training Express Ltd,182,182 students purchased this course,10.0,35.0,yes,no,no,missing,missing
224161,Nursing Assistant Diploma ,https://www.reed.co.uk/courses/nursing-assistant-diploma/224161#/courses/discount?pageno=2&sortby=MostPopular,1 Training,183,183 students purchased this course,12.0,399.0,yes,no,no,missing,missing
237831,Eyelash Extension Training Course - CPD Accredited,https://www.reed.co.uk/courses/eyelash-extension-training-course-cpd-accredited/237831#/courses/discount?pageno=2&sortby=MostPopular,One Education,269,269 students purchased this course,18.0,199.0,yes,no,no,missing,missing
228102,Management,https://www.reed.co.uk/courses/management/228102#/courses/discount?pageno=2&sortby=MostPopular,Oxford Home Study College,203,203 students purchased this course,10.0,540.0,no,yes,no,ABC Awards,Level 4 Diploma Management (Certificate of Achievement)
78740,120 hour TEFL (TESOL) Certificate - CPD Certified,https://www.reed.co.uk/courses/120-hour-tefl-tesol-certificate-cpd-certified/78740#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,0,"1,367 students purchased this course",25.0,119.0,yes,no,no,missing,missing
247208,Leadership & Management Diploma,https://www.reed.co.uk/courses/leadership-management-diploma/247208#/courses/discount?pageno=2&sortby=MostPopular,Inspire London College Ltd,442,442 students purchased this course,10.0,695.0,no,yes,no,Training Qualifications UK Ltd,Level 5 Diploma in Leadership & Management (Endorsed Diploma)
207170,Manual Handling,https://www.reed.co.uk/courses/manual-handling/207170#/courses/discount?pageno=2&sortby=MostPopular,ECHO3 EDUCATION LIMITED,263,263 students purchased this course,10.0,25.0,yes,no,no,missing,missing
214124,Tarot Card Reading Certificate – CPD Accredited,https://www.reed.co.uk/courses/tarot-card-reading-certificate--cpd-accredited/214124#/courses/discount?pageno=2&sortby=MostPopular,Be-a.co.uk,498,498 students purchased this course,14.0,299.0,no,no,no,missing,missing
240110,Basic Electricity Course - CPD Accredited,https://www.reed.co.uk/courses/basic-electricity-course-cpd-accredited/240110#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,599,599 students purchased this course,10.0,175.0,yes,no,no,missing,missing
78433,British Sign Language (BSL) Level 1 & 2,https://www.reed.co.uk/courses/british-sign-language-bsl-level-1-2/78433#/courses/discount?pageno=2&sortby=MostPopular,OfCourse,0,"2,541 students purchased this course",19.0,99.0,no,no,no,missing,missing
97403,Speech and Language Specialist - (Speech Therapy Course) - CPD Certified,https://www.reed.co.uk/courses/speech-and-language-specialist-speech-therapy-course-cpd-certified/97403#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,332,332 students purchased this course,10.0,119.0,yes,no,no,missing,missing
245329,Animal Care Diploma - 6 CPD Accredited Courses ,https://www.reed.co.uk/courses/animal-care-diploma-6-cpd-accredited-courses/245329#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,130,130 students purchased this course,49.0,714.0,yes,no,no,missing,missing
219285,Personal Trainer Diploma,https://www.reed.co.uk/courses/personal-trainer-diploma/219285#/courses/discount?pageno=2&sortby=MostPopular,Harley Oxford,132,132 students purchased this course,19.0,299.0,yes,no,no,missing,missing
76377,Dog Grooming - CPD Certified,https://www.reed.co.uk/courses/dog-grooming-cpd-certified/76377#/courses/discount?pageno=2&sortby=MostPopular,Holly and Hugo,485,485 students purchased this course,12.0,119.0,yes,no,no,missing,missing
79638,Payroll Management and Systems Diploma - CPD Certified,https://www.reed.co.uk/courses/payroll-management-and-systems-diploma-cpd-certified/79638#/courses/discount?pageno=2&sortby=MostPopular,Be-a.co.uk,0,"3,617 students purchased this course",24.0,299.0,yes,no,no,missing,missing
68336,"English: Improve Your English – Spelling, Punctuation & Grammar",https://www.reed.co.uk/courses/english-improve-your-english--spelling-punctuation-grammar/68336#/courses/discount?pageno=2&sortby=MostPopular,OfCourse,0,"1,399 students purchased this course",15.0,79.0,no,no,no,missing,missing
78787,Bar Management - CPD Certified,https://www.reed.co.uk/courses/bar-management-cpd-certified/78787#/courses/discount?pageno=2&sortby=MostPopular,Eventtrix,411,411 students purchased this course,12.0,99.0,yes,no,no,missing,missing
248460,Level 6 Diploma in Facilities Management l TQUK Endorsed l MCQs Assessment ,https://www.reed.co.uk/courses/level-6-diploma-in-facilities-management-l-tquk-endorsed-l-mcqs-assessment/248460#/courses/discount?pageno=2&sortby=MostPopular,Inspire London College Ltd,127,127 students purchased this course,10.0,795.0,no,yes,no,Training Qualifications UK Ltd,Level 6 Diploma in Facilities Management ( Endorsed Diploma)
197605,Logistics Management,https://www.reed.co.uk/courses/logistics-management/197605#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,315,315 students purchased this course,10.0,760.0,yes,yes,no,ABC Awards,Level 5 Diploma Logistics Management (Certificate of achievement)
256780,Diploma in Health & Social Care - Level 3,https://www.reed.co.uk/courses/diploma-in-health-social-care-level-3/256780#/courses/discount?pageno=2&sortby=MostPopular,Study365,101,101 students purchased this course,29.0,99.0,no,yes,no,ABC Awards,Level 3 Diploma In Health & Social Care
238590,Dog Training Essentials (Basic Dog Trainer Course) - CPD Certified,https://www.reed.co.uk/courses/dog-training-essentials-basic-dog-trainer-course-cpd-certified/238590#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,85,85 students purchased this course,12.0,99.0,yes,no,no,missing,missing
241743,Data Analysis In Excel -  CPD Accredited,https://www.reed.co.uk/courses/data-analysis-in-excel-cpd-accredited/241743#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,318,318 students purchased this course,10.0,175.0,yes,no,no,missing,missing
245728,International Massage Course - CPD Accredited,https://www.reed.co.uk/courses/international-massage-course-cpd-accredited/245728#/courses/discount?pageno=2&sortby=MostPopular,One Education,207,207 students purchased this course,10.0,199.0,yes,no,no,missing,missing
116060,Physiotherapy Assistant - CPD Certified ,https://www.reed.co.uk/courses/physiotherapy-assistant-cpd-certified/116060#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,665,665 students purchased this course,10.0,119.0,yes,no,no,missing,missing
186946,Painting and Decorating Diploma - CPD Accredited ,https://www.reed.co.uk/courses/painting-and-decorating-diploma-cpd-accredited/186946#/courses/discount?pageno=2&sortby=MostPopular,Be-a.co.uk,383,383 students purchased this course,39.0,299.0,yes,no,no,missing,missing
245632,COSHH Training for Assessors - CPD Accredited,https://www.reed.co.uk/courses/coshh-training-for-assessors-cpd-accredited/245632#/courses/discount?pageno=2&sortby=MostPopular,One Education,45,45 students purchased this course,10.0,199.0,yes,no,no,missing,missing
192125,Pharmacy Assistant Diploma  - CPD approved,https://www.reed.co.uk/courses/pharmacy-assistant-diploma-cpd-approved/192125#/courses/discount?pageno=2&sortby=MostPopular,Be-a.co.uk,788,788 students purchased this course,19.0,299.0,yes,no,no,missing,missing
204716,Marketing - Course,https://www.reed.co.uk/courses/marketing-course/204716#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,86,86 students purchased this course,15.0,1050.0,yes,yes,no,ABC Awards,Level 7 Diploma Diploma in Marketing (endorsed certificate)
262614,Data Protection GDPR ,https://www.reed.co.uk/courses/data-protection-gdpr/262614#/courses/discount?pageno=2&sortby=MostPopular,Active Recruitment Ltd,60,60 students purchased this course,10.0,50.0,yes,no,no,missing,missing
266024,Teaching Assistant Level 3,https://www.reed.co.uk/courses/teaching-assistant-level-3/266024#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,100,100 students purchased this course,10.0,300.0,no,yes,no,ABC Awards,Level 3 Diploma Teaching Assistant (Certificate of Achievement)
267072,"Admin, Secretarial & PA - Course",https://www.reed.co.uk/courses/admin-secretarial-pa-course/267072#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,62,62 students purchased this course,10.0,1050.0,yes,yes,no,ABC Awards,"Level 7 Diploma Admin, Secretarial & PA (Endorsed Certificate)"
76996,Animal Care - CPD Certified - Certificate Included,https://www.reed.co.uk/courses/animal-care-cpd-certified-certificate-included/76996#/courses/discount?pageno=2&sortby=MostPopular,Holly and Hugo,456,456 students purchased this course,12.0,119.0,yes,no,no,missing,missing
266095,Online Phlebotomy Certificate ,https://www.reed.co.uk/courses/online-phlebotomy-certificate/266095#/courses/discount?pageno=2&sortby=MostPopular,Inspire London College Ltd,65,65 students purchased this course,10.0,150.0,yes,no,no,missing,missing
226079,Mandatory Training for Domiciliary & Care Staff - 26 CPD Certified E-Learning Courses ,https://www.reed.co.uk/courses/mandatory-training-for-domiciliary-care-staff-26-cpd-certified-e-learning-courses/226079#/courses/discount?pageno=2&sortby=MostPopular,Mandatory Compliance,147,147 students purchased this course,19.99,49.99,yes,no,no,missing,missing
227141,Transport Manager Course,https://www.reed.co.uk/courses/transport-manager-course/227141#/courses/discount?pageno=2&sortby=MostPopular,Staff Training Solutions,309,309 students purchased this course,10.0,560.0,no,yes,no,ABC Awards,Level 4 Diploma Transport Management (Certificate of Achievement)
268089,First Aid,https://www.reed.co.uk/courses/first-aid/268089#/courses/discount?pageno=2&sortby=MostPopular,UK Professional Development Academy LTD,35,35 students purchased this course,12.0,450.0,yes,no,no,missing,missing
268176,GDPR Course,https://www.reed.co.uk/courses/gdpr-course/268176#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,38,38 students purchased this course,10.0,395.0,yes,yes,no,ABC Awards,Level 3 Certificate GDPR (General Data Protection Regulation) Endorsed Certificate
78737,Sports Agent Course - CPD Certified,https://www.reed.co.uk/courses/sports-agent-course-cpd-certified/78737#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,535,535 students purchased this course,10.0,119.0,yes,no,no,missing,missing
245662,Phlebotomist Training - CPD Accredited,https://www.reed.co.uk/courses/phlebotomist-training-cpd-accredited/245662#/courses/discount?pageno=2&sortby=MostPopular,One Education,533,533 students purchased this course,10.0,199.0,yes,no,no,missing,missing
222934,Accounting,https://www.reed.co.uk/courses/accounting/222934#/courses/discount?pageno=2&sortby=MostPopular,Brentwood Open learning College,528,528 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Accounting  (Certificate of Achievement)
230747,Bookkeeping - Book keeping Course,https://www.reed.co.uk/courses/bookkeeping-book-keeping-course/230747#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,359,359 students purchased this course,10.0,395.0,yes,yes,no,ABC Awards,Level 1 Certificate Bookkeeping (Endorsed Certificate)
237185,PRINCE2® Foundation,https://www.reed.co.uk/courses/prince2-foundation/237185#/courses/discount?pageno=2&sortby=MostPopular,Study365,148,148 students enquired about this course,219.0,445.0,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation
131489,Office Admin and Receptionist Skills,https://www.reed.co.uk/courses/office-admin-and-receptionist-skills/131489#/courses/discount?pageno=2&sortby=MostPopular,1 Training,483,483 students purchased this course,10.0,349.0,yes,no,no,missing,missing
218404,Dog Walking - CPD Certified,https://www.reed.co.uk/courses/dog-walking-cpd-certified/218404#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,133,133 students purchased this course,10.0,99.0,yes,no,no,missing,missing
226257,Diploma in Dog Grooming ,https://www.reed.co.uk/courses/diploma-in-dog-grooming/226257#/courses/discount?pageno=2&sortby=MostPopular,Global Edulink,217,217 students purchased this course,18.0,249.0,yes,no,no,missing,missing
81248,Food Safety Level 2 -  Local Authority Approved,https://www.reed.co.uk/courses/food-safety-level-2-local-authority-approved/81248#/courses/discount?pageno=2&sortby=MostPopular,The Training Terminal,665,665 students purchased this course,12.0,30.0,yes,no,no,missing,missing
241353,Sports First Aid - CPD Accredited,https://www.reed.co.uk/courses/sports-first-aid-cpd-accredited/241353#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,255,255 students purchased this course,13.0,175.0,yes,no,no,missing,missing
198018,Business Administration,https://www.reed.co.uk/courses/business-administration/198018#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,287,287 students purchased this course,10.0,760.0,yes,yes,no,ABC Awards,Level 5 Diploma Business Administration (Certificate of achievement)
227847,"Microsoft Office 2016 Complete Course (Word, Excel, PowerPoint, Access & Outlook) - CPD",https://www.reed.co.uk/courses/microsoft-office-2016-complete-course-word-excel-powerpoint-access-outlook-cpd/227847#/courses/discount?pageno=2&sortby=MostPopular,Janets,845,845 students purchased this course,15.0,299.0,yes,no,no,missing,missing
236572,"English: Spelling, Punctuation and Grammar - CPD Accredited",https://www.reed.co.uk/courses/english-spelling-punctuation-and-grammar-cpd-accredited/236572#/courses/discount?pageno=2&sortby=MostPopular,One Education,376,376 students purchased this course,10.0,199.0,yes,no,no,missing,missing
240477,Property Law Level 2 - CPD Accredited,https://www.reed.co.uk/courses/property-law-level-2-cpd-accredited/240477#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,311,311 students purchased this course,10.0,175.0,yes,no,no,missing,missing
196421,Safeguarding Adults Level 2 – Online Training Course – NHS Health & Care - CPD Accredited,https://www.reed.co.uk/courses/safeguarding-adults-level-2--online-training-course--nhs-health-care-cpd-accredited/196421#/courses/discount?pageno=2&sortby=MostPopular,Mandatory Compliance,203,203 students purchased this course,12.0,19.99,yes,no,no,missing,missing
204136,Supply Chain Management - Course,https://www.reed.co.uk/courses/supply-chain-management-course/204136#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,107,107 students purchased this course,15.0,1050.0,yes,yes,no,ABC Awards,Level 7 Diploma Supply Chain Management (endorsed Certificate)
259793,Certified Anti Money Laundering Specialist (CAMS) - CPD Certified,https://www.reed.co.uk/courses/certified-anti-money-laundering-specialist-cams-cpd-certified/259793#/courses/discount?pageno=2&sortby=MostPopular,Janets,107,107 students purchased this course,18.0,315.0,yes,no,no,missing,missing
228315,Car Maintenance Certificate Level 2 + DIY Repair Expert,https://www.reed.co.uk/courses/car-maintenance-certificate-level-2--diy-repair-expert/228315#/courses/discount?pageno=2&sortby=MostPopular,Janets,139,139 students purchased this course,21.0,269.0,no,no,no,missing,missing
239015,Funeral Service Business Course - CPD Accredited,https://www.reed.co.uk/courses/funeral-service-business-course-cpd-accredited/239015#/courses/discount?pageno=2&sortby=MostPopular,One Education,168,168 students purchased this course,16.0,199.0,yes,no,no,missing,missing
77054,Forensic Science - CPD Certified,https://www.reed.co.uk/courses/forensic-science-cpd-certified/77054#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,456,456 students purchased this course,10.0,119.0,yes,no,no,missing,missing
242647,Executive PA,https://www.reed.co.uk/courses/executive-pa/242647#/courses/discount?pageno=2&sortby=MostPopular,Inspire London College Ltd,114,114 students purchased this course,10.0,995.0,no,yes,no,Training Qualifications UK Ltd,Level 7 Diploma Executive PA (Endorsed Certificate of Completion)
250392,Portable Appliance Testing (PAT) - CPD Accredited,https://www.reed.co.uk/courses/portable-appliance-testing-pat-cpd-accredited/250392#/courses/discount?pageno=2&sortby=MostPopular,One Education,111,111 students purchased this course,13.0,199.0,yes,no,no,missing,missing
228881,Global Project Management,https://www.reed.co.uk/courses/global-project-management/228881#/courses/discount?pageno=2&sortby=MostPopular,UK Professional Development Academy LTD,48,48 students purchased this course,10.0,775.0,yes,no,no,missing,missing
81253,Health and Safety Level 2,https://www.reed.co.uk/courses/health-and-safety-level-2/81253#/courses/discount?pageno=2&sortby=MostPopular,The Training Terminal,430,430 students purchased this course,12.0,30.0,yes,no,no,missing,missing
162306,CBT - Cognitive Behavioural Therapy Course,https://www.reed.co.uk/courses/cbt-cognitive-behavioural-therapy-course/162306#/courses/discount?pageno=2&sortby=MostPopular,Renaissance Life Therapies of Harley Street London,273,273 students purchased this course,10.0,200.0,yes,no,no,missing,missing
247081,Facilities Management Diploma,https://www.reed.co.uk/courses/facilities-management-diploma/247081#/courses/discount?pageno=2&sortby=MostPopular,Brentwood Open learning College,634,634 students purchased this course,10.0,860.0,no,yes,no,ABC Awards,Level 6 Diploma Facilities Management (Certificate of Achievement)
196411,Mental Health Awareness Level 1 – CPD Certified - Online Training Course,https://www.reed.co.uk/courses/mental-health-awareness-level-1--cpd-certified-online-training-course/196411#/courses/discount?pageno=2&sortby=MostPopular,Mandatory Compliance,54,54 students purchased this course,10.0,14.99,yes,no,no,missing,missing
197995,Interior Design Course,https://www.reed.co.uk/courses/interior-design-course/197995#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,157,157 students purchased this course,10.0,395.0,yes,yes,no,ABC Awards,Level 3 Certificate Certificate in Interior Design (Certificate of achievement)
266493,Administration,https://www.reed.co.uk/courses/administration/266493#/courses/discount?pageno=2&sortby=MostPopular,UK Professional Development Academy LTD,63,63 students purchased this course,10.0,650.0,yes,no,no,missing,missing
224933,Care for Older Adults Course - CPD Certified,https://www.reed.co.uk/courses/care-for-older-adults-course-cpd-certified/224933#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,64,64 students purchased this course,10.0,99.0,yes,no,no,missing,missing
234906,Dog Training Diploma,https://www.reed.co.uk/courses/dog-training-diploma/234906#/courses/discount?pageno=2&sortby=MostPopular,One Education,162,162 students purchased this course,14.0,199.0,no,no,no,missing,missing
237490,Paediatric First Aid,https://www.reed.co.uk/courses/paediatric-first-aid/237490#/courses/discount?pageno=2&sortby=MostPopular,Learning Connect,338,338 students purchased this course,10.0,45.0,yes,no,no,missing,missing
127406,Project Management Training,https://www.reed.co.uk/courses/project-management-training/127406#/courses/discount?pageno=2&sortby=MostPopular,1 Training,211,211 students purchased this course,10.0,349.0,yes,no,no,missing,missing
246813,Risk Assessment Fully Accredited Course,https://www.reed.co.uk/courses/risk-assessment-fully-accredited-course/246813#/courses/discount?pageno=2&sortby=MostPopular,Intellelearn,109,109 students purchased this course,18.0,30.0,yes,yes,no,International Institute of Risk and Safety Management,Level 2 Award
192726,Supervisor Training,https://www.reed.co.uk/courses/supervisor-training/192726#/courses/discount?pageno=2&sortby=MostPopular,Staff Training Solutions,293,293 students purchased this course,10.0,395.0,no,yes,no,ABC Awards,Level 3 Certificate Supervisor Training (Certificate of Achievement)
259291,Teaching Assistant Diploma Level 5,https://www.reed.co.uk/courses/teaching-assistant-diploma-level-5/259291#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,69,69 students purchased this course,10.0,300.0,no,yes,no,ABC Awards,Level 5 Diploma Teaching Assistant (Certificate of Achievement)
264270,Interior Design For Beginners,https://www.reed.co.uk/courses/interior-design-for-beginners/264270#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,89,89 students purchased this course,10.99,300.0,no,yes,no,ABC Awards,Level 2 Certificate Interior Design (Certificate of Achievement)
222786,Teaching Assistants Training,https://www.reed.co.uk/courses/teaching-assistants-training/222786#/courses/discount?pageno=2&sortby=MostPopular,Study365,209,209 students purchased this course,29.0,199.0,yes,no,no,missing,missing
268591,Executive PA,https://www.reed.co.uk/courses/executive-pa/268591#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,27,27 students purchased this course,10.0,1050.0,yes,yes,no,ABC Awards,Level 7 Diploma Executive PA (Endorsed Certificate)
236909,Bookkeeping - Book keeping Course,https://www.reed.co.uk/courses/bookkeeping-book-keeping-course/236909#/courses/discount?pageno=2&sortby=MostPopular,Brentwood Open learning College,303,303 students purchased this course,10.0,180.0,no,yes,no,ABC Awards,"Level 1 Certificate Bookkeeping, Accounting and Bookkeeping (Certificate of Achievement)"
238049,Compliance and Risk Management Course - CPD Accredited,https://www.reed.co.uk/courses/compliance-and-risk-management-course-cpd-accredited/238049#/courses/discount?pageno=2&sortby=MostPopular,One Education,379,379 students purchased this course,14.0,199.0,yes,no,no,missing,missing
176031,PRINCE2® Foundation course including Exam with Free Re-Sit,https://www.reed.co.uk/courses/prince2-foundation-course-including-exam-with-free-re-sit/176031#/courses/discount?pageno=2&sortby=MostPopular,Study365,0,"1,085 students enquired about this course",279.0,499.0,no,yes,no,Axelos (accredited by PEOPLECERT),PRINCE2® Foundation
201582,Facilities Management ,https://www.reed.co.uk/courses/facilities-management/201582#/courses/discount?pageno=2&sortby=MostPopular,CPD Courses,364,364 students purchased this course,10.0,750.0,yes,yes,no,ABC Awards,Level 5 Diploma Facilities Management (Endorsed Certificate)
209994,EYFS Teaching Diploma - CPD Certified,https://www.reed.co.uk/courses/eyfs-teaching-diploma-cpd-certified/209994#/courses/discount?pageno=2&sortby=MostPopular,Be-a.co.uk,522,522 students purchased this course,19.0,299.0,yes,no,no,missing,missing
267043,Building Surveying - CPD Accredited,https://www.reed.co.uk/courses/building-surveying-cpd-accredited/267043#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,53,53 students purchased this course,14.0,175.0,yes,no,no,missing,missing
238284,Health and Social Care Level 3 Certification Course - CPD Accredited,https://www.reed.co.uk/courses/health-and-social-care-level-3-certification-course-cpd-accredited/238284#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,95,95 students purchased this course,23.0,175.0,yes,no,no,missing,missing
77004,Bartender and Barista Training - CPD Certified ,https://www.reed.co.uk/courses/bartender-and-barista-training-cpd-certified/77004#/courses/discount?pageno=2&sortby=MostPopular,Eventtrix,337,337 students purchased this course,12.0,119.0,yes,no,no,missing,missing
97942,Teaching Assistant ,https://www.reed.co.uk/courses/teaching-assistant/97942#/courses/discount?pageno=2&sortby=MostPopular,Oxford Home Study College,139,139 students purchased this course,10.0,740.0,no,yes,no,ABC Awards,Level 5 Diploma Teaching Assistant (Certificate of Achievement)
245363,SEN Teaching Assistant Diploma - 5 CPD Accredited Courses,https://www.reed.co.uk/courses/sen-teaching-assistant-diploma-5-cpd-accredited-courses/245363#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,87,87 students purchased this course,49.0,575.0,yes,no,no,missing,missing
102808,Building your Own Computer Course - CPD Certified ,https://www.reed.co.uk/courses/building-your-own-computer-course-cpd-certified/102808#/courses/discount?pageno=2&sortby=MostPopular,International Open Academy,188,188 students purchased this course,10.0,119.0,yes,no,no,missing,missing
216953,Beauty Therapy - Course,https://www.reed.co.uk/courses/beauty-therapy-course/216953#/courses/discount?pageno=2&sortby=MostPopular,Oxford Home Study College,201,201 students purchased this course,10.0,380.0,no,yes,no,ABC Awards,Level 3 Certificate Beauty Therapy (Certificate of Achievement)
266269,Business Development l Endorsed Level 7,https://www.reed.co.uk/courses/business-development-l-endorsed-level-7/266269#/courses/discount?pageno=2&sortby=MostPopular,Inspire London College Ltd,43,43 students purchased this course,10.0,995.0,no,yes,no,Training Qualifications UK Ltd,Level 7 Diploma in Business Administration and Management (Endorsed Diploma)
55502,British Cleaning Certificate Course  – CPD Certified  – Only £49,https://www.reed.co.uk/courses/british-cleaning-certificate-course--cpd-certified--only-49/55502#/courses/discount?pageno=2&sortby=MostPopular,Be-a.co.uk,0,"1,587 students purchased this course",49.0,299.0,yes,no,no,missing,missing
238233,"Microsoft Excel Complete Course 2019 - Beginner, Intermediate & Advanced - CPD Accredited",https://www.reed.co.uk/courses/microsoft-excel-complete-course-2019-beginner-intermediate-advanced-cpd-accredited/238233#/courses/discount?pageno=2&sortby=MostPopular,Course Gate,450,450 students purchased this course,19.0,175.0,yes,no,no,missing,missing
78716,Gel Manicure and Nail Artist - CPD Accredited - (Professional Nail Technician Course) ,https://www.reed.co.uk/courses/gel-manicure-and-nail-artist-cpd-accredited-professional-nail-technician-course/78716#/courses/discount?pageno=2&sortby=MostPopular,Trendimi,528,528 students purchased this course,12.0,119.0,yes,no,no,missing,missing
97545,Diploma in Fashion Design Level 5,https://www.reed.co.uk/courses/diploma-in-fashion-design-level-5/97545#/courses/discount?pageno=2&sortby=MostPopular,Brentwood Open learning College,193,193 students purchased this course,10.0,760.0,no,yes,no,ABC Awards,Level 5 Diploma Fashion Design (Certificate of Achievement)
245986,HR - Diploma,https://www.reed.co.uk/courses/hr-diploma/245986#/courses/discount?pageno=2&sortby=MostPopular,Oxford Home Study College,129,129 students purchased this course,10.0,560.0,no,yes,no,ABC Awards,Level 4 Diploma HR Management (Certificate of Achievement)
246715,Health and Safety Level 3 Certificate- RoSPA Accredited Course,https://www.reed.co.uk/courses/health-and-safety-level-3-certificate-rospa-accredited-course/246715#/courses/discount?pageno=3&sortby=MostPopular,Intellelearn,210,210 students purchased this course,55.0,225.0,yes,yes,no,Royal Society for the Prevention of Accidents,Level 3 Certificate
192785,Medications Management Level 2 – Online Training Course – CPD Certified,https://www.reed.co.uk/courses/medications-management-level-2--online-training-course--cpd-certified/192785#/courses/discount?pageno=3&sortby=MostPopular,Imperium Edge,158,158 students purchased this course,16.49,19.99,yes,no,no,missing,missing
250769,Lash Tint – Brow Tint Online Training - CPD Accredited,https://www.reed.co.uk/courses/lash-tint--brow-tint-online-training-cpd-accredited/250769#/courses/discount?pageno=3&sortby=MostPopular,One Education,86,86 students purchased this course,10.0,199.0,yes,no,no,missing,missing
197535,Travel & Tourism ,https://www.reed.co.uk/courses/travel-tourism/197535#/courses/discount?pageno=3&sortby=MostPopular,CPD Courses,350,350 students purchased this course,29.0,1050.0,yes,yes,no,ABC Awards,Level 7 Diploma Travel & Tourism (Certificate of achievement)
255413,120HR TEFL: Teaching English As A Foreign Language Diploma,https://www.reed.co.uk/courses/120hr-tefl-teaching-english-as-a-foreign-language-diploma/255413#/courses/discount?pageno=3&sortby=MostPopular,Harley Oxford,106,106 students purchased this course,19.0,300.0,yes,no,no,missing,missing
260253,Proofreading & Editing Course Level 5 Diploma + Microsoft Word For Beginners,https://www.reed.co.uk/courses/proofreading-editing-course-level-5-diploma--microsoft-word-for-beginners/260253#/courses/discount?pageno=3&sortby=MostPopular,Course Gate,121,121 students purchased this course,17.0,300.0,yes,yes,no,ABC Awards,Level 5 Diploma Proofreading & Editing (Certificate of Achievement)
